child,testlanguage,age,item,response,mode,test_lang_status,ling
ch1183or28,rus,89,ist,1,telling,L2,Bilingual
ch1183or28,rus,89,goal,1,telling,L2,Bilingual
ch1183or28,rus,89,attempt,0,telling,L2,Bilingual
ch1183or28,rus,89,outcome,1,telling,L2,Bilingual
ch1183or28,rus,89,ist,1,telling,L2,Bilingual
ch1183or28,sah,89,ist,1,retelling,L1,Bilingual
ch1183or28,sah,89,goal,1,retelling,L1,Bilingual
ch1183or28,sah,89,attempt,0,retelling,L1,Bilingual
ch1183or28,sah,89,outcome,1,retelling,L1,Bilingual
ch1183or28,sah,89,ist,0,retelling,L1,Bilingual
ch1183or28,sah,89,ist,0,retelling,L1,Bilingual
ch1183or28,sah,89,goal,1,retelling,L1,Bilingual
ch1183or28,sah,89,attempt,1,retelling,L1,Bilingual
ch1183or28,sah,89,outcome,1,retelling,L1,Bilingual
ch1183or28,sah,89,ist,1,retelling,L1,Bilingual
ch1183or28,sah,89,ist,0,retelling,L1,Bilingual
ch1183or28,sah,89,goal,1,retelling,L1,Bilingual
ch1183or28,sah,89,attempt,0,retelling,L1,Bilingual
ch1183or28,sah,89,outcome,1,retelling,L1,Bilingual
ch1183or28,sah,89,ist,1,retelling,L1,Bilingual
ch1183or28,sah,89,ist,0,telling,L1,Bilingual
ch1183or28,sah,89,goal,1,telling,L1,Bilingual
ch1183or28,sah,89,attempt,0,telling,L1,Bilingual
ch1183or28,sah,89,outcome,1,telling,L1,Bilingual
ch1183or28,sah,89,ist,0,telling,L1,Bilingual
ch1183or28,sah,89,ist,0,telling,L1,Bilingual
ch1183or28,sah,89,goal,1,telling,L1,Bilingual
ch1183or28,sah,89,attempt,1,telling,L1,Bilingual
ch1183or28,sah,89,outcome,1,telling,L1,Bilingual
ch1183or28,sah,89,ist,0,telling,L1,Bilingual
ch1183or28,sah,89,ist,1,telling,L1,Bilingual
ch1183or28,sah,89,goal,1,telling,L1,Bilingual
ch1183or28,sah,89,attempt,0,telling,L1,Bilingual
ch1183or28,sah,89,outcome,1,telling,L1,Bilingual
ch1183or28,sah,89,ist,1,telling,L1,Bilingual
ch1184or28,rus,84,ist,1,retelling,L2,Bilingual
ch1184or28,rus,84,goal,1,retelling,L2,Bilingual
ch1184or28,rus,84,attempt,1,retelling,L2,Bilingual
ch1184or28,rus,84,outcome,1,retelling,L2,Bilingual
ch1184or28,rus,84,ist,1,retelling,L2,Bilingual
ch1184or28,rus,84,ist,1,retelling,L2,Bilingual
ch1184or28,rus,84,goal,1,retelling,L2,Bilingual
ch1184or28,rus,84,attempt,1,retelling,L2,Bilingual
ch1184or28,rus,84,outcome,1,retelling,L2,Bilingual
ch1184or28,rus,84,ist,1,retelling,L2,Bilingual
ch1184or28,rus,84,ist,1,retelling,L2,Bilingual
ch1184or28,rus,84,goal,1,retelling,L2,Bilingual
ch1184or28,rus,84,attempt,1,retelling,L2,Bilingual
ch1184or28,rus,84,outcome,1,retelling,L2,Bilingual
ch1184or28,rus,84,ist,1,retelling,L2,Bilingual
ch1184or28,rus,84,ist,1,telling,L2,Bilingual
ch1184or28,rus,84,goal,1,telling,L2,Bilingual
ch1184or28,rus,84,attempt,1,telling,L2,Bilingual
ch1184or28,rus,84,outcome,1,telling,L2,Bilingual
ch1184or28,rus,84,ist,0,telling,L2,Bilingual
ch1184or28,rus,84,ist,1,telling,L2,Bilingual
ch1184or28,rus,84,goal,1,telling,L2,Bilingual
ch1184or28,rus,84,attempt,1,telling,L2,Bilingual
ch1184or28,rus,84,outcome,1,telling,L2,Bilingual
ch1184or28,rus,84,ist,1,telling,L2,Bilingual
ch1184or28,rus,84,ist,1,telling,L2,Bilingual
ch1184or28,rus,84,goal,1,telling,L2,Bilingual
ch1184or28,rus,84,attempt,0,telling,L2,Bilingual
ch1184or28,rus,84,outcome,1,telling,L2,Bilingual
ch1184or28,rus,84,ist,1,telling,L2,Bilingual
ch1184or28,sah,84,ist,1,retelling,L1,Bilingual
ch1184or28,sah,84,goal,1,retelling,L1,Bilingual
ch1184or28,sah,84,attempt,0,retelling,L1,Bilingual
ch1184or28,sah,84,outcome,1,retelling,L1,Bilingual
ch1184or28,sah,84,ist,0,retelling,L1,Bilingual
ch1184or28,sah,84,ist,0,retelling,L1,Bilingual
ch1184or28,sah,84,goal,1,retelling,L1,Bilingual
ch1184or28,sah,84,attempt,1,retelling,L1,Bilingual
ch1184or28,sah,84,outcome,1,retelling,L1,Bilingual
ch1184or28,sah,84,ist,1,retelling,L1,Bilingual
ch1184or28,sah,84,ist,1,retelling,L1,Bilingual
ch1184or28,sah,84,goal,1,retelling,L1,Bilingual
ch1184or28,sah,84,attempt,0,retelling,L1,Bilingual
ch1184or28,sah,84,outcome,1,retelling,L1,Bilingual
ch1184or28,sah,84,ist,1,retelling,L1,Bilingual
ch1184or28,sah,84,ist,0,telling,L1,Bilingual
ch1184or28,sah,84,goal,1,telling,L1,Bilingual
ch1184or28,sah,84,attempt,0,telling,L1,Bilingual
ch1184or28,sah,84,outcome,1,telling,L1,Bilingual
ch1184or28,sah,84,ist,0,telling,L1,Bilingual
ch1184or28,sah,84,ist,0,telling,L1,Bilingual
ch1184or28,sah,84,goal,1,telling,L1,Bilingual
ch1184or28,sah,84,attempt,1,telling,L1,Bilingual
ch1184or28,sah,84,outcome,1,telling,L1,Bilingual
ch1184or28,sah,84,ist,0,telling,L1,Bilingual
ch1184or28,sah,84,ist,0,telling,L1,Bilingual
ch1184or28,sah,84,goal,1,telling,L1,Bilingual
ch1184or28,sah,84,attempt,0,telling,L1,Bilingual
ch1184or28,sah,84,outcome,0,telling,L1,Bilingual
ch1184or28,sah,84,ist,1,telling,L1,Bilingual
ch1185or28,sah,81,ist,1,retelling,L1,Bilingual
ch1185or28,sah,81,goal,1,retelling,L1,Bilingual
ch1185or28,sah,81,attempt,1,retelling,L1,Bilingual
ch1185or28,sah,81,outcome,1,retelling,L1,Bilingual
ch1185or28,sah,81,ist,1,retelling,L1,Bilingual
ch1185or28,sah,81,ist,0,retelling,L1,Bilingual
ch1185or28,sah,81,goal,1,retelling,L1,Bilingual
ch1185or28,sah,81,attempt,1,retelling,L1,Bilingual
ch1185or28,sah,81,outcome,1,retelling,L1,Bilingual
ch1185or28,sah,81,ist,0,retelling,L1,Bilingual
ch1185or28,sah,81,ist,1,retelling,L1,Bilingual
ch1185or28,sah,81,goal,0,retelling,L1,Bilingual
ch1185or28,sah,81,attempt,1,retelling,L1,Bilingual
ch1185or28,sah,81,outcome,1,retelling,L1,Bilingual
ch1185or28,sah,81,ist,1,retelling,L1,Bilingual
ch1185or28,rus,81,ist,1,retelling,L2,Bilingual
ch1185or28,rus,81,goal,1,retelling,L2,Bilingual
ch1185or28,rus,81,attempt,0,retelling,L2,Bilingual
ch1185or28,rus,81,outcome,1,retelling,L2,Bilingual
ch1185or28,rus,81,ist,1,retelling,L2,Bilingual
ch1185or28,rus,81,ist,0,retelling,L2,Bilingual
ch1185or28,rus,81,goal,1,retelling,L2,Bilingual
ch1185or28,rus,81,attempt,1,retelling,L2,Bilingual
ch1185or28,rus,81,outcome,1,retelling,L2,Bilingual
ch1185or28,rus,81,ist,0,retelling,L2,Bilingual
ch1185or28,rus,81,ist,1,retelling,L2,Bilingual
ch1185or28,rus,81,goal,1,retelling,L2,Bilingual
ch1185or28,rus,81,attempt,0,retelling,L2,Bilingual
ch1185or28,rus,81,outcome,0,retelling,L2,Bilingual
ch1185or28,rus,81,ist,1,retelling,L2,Bilingual
ch1185or28,sah,81,ist,0,telling,L1,Bilingual
ch1185or28,sah,81,goal,1,telling,L1,Bilingual
ch1185or28,sah,81,attempt,1,telling,L1,Bilingual
ch1185or28,sah,81,outcome,1,telling,L1,Bilingual
ch1185or28,sah,81,ist,0,telling,L1,Bilingual
ch1185or28,sah,81,ist,0,telling,L1,Bilingual
ch1185or28,sah,81,goal,1,telling,L1,Bilingual
ch1185or28,sah,81,attempt,1,telling,L1,Bilingual
ch1185or28,sah,81,outcome,1,telling,L1,Bilingual
ch1185or28,sah,81,ist,0,telling,L1,Bilingual
ch1185or28,sah,81,ist,1,telling,L1,Bilingual
ch1185or28,sah,81,goal,0,telling,L1,Bilingual
ch1185or28,sah,81,attempt,0,telling,L1,Bilingual
ch1185or28,sah,81,outcome,0,telling,L1,Bilingual
ch1185or28,sah,81,ist,1,telling,L1,Bilingual
ch1185or28,rus,81,ist,0,telling,L2,Bilingual
ch1185or28,rus,81,goal,1,telling,L2,Bilingual
ch1185or28,rus,81,attempt,0,telling,L2,Bilingual
ch1185or28,rus,81,outcome,1,telling,L2,Bilingual
ch1185or28,rus,81,ist,0,telling,L2,Bilingual
ch1185or28,rus,81,ist,0,telling,L2,Bilingual
ch1185or28,rus,81,goal,1,telling,L2,Bilingual
ch1185or28,rus,81,attempt,1,telling,L2,Bilingual
ch1185or28,rus,81,outcome,1,telling,L2,Bilingual
ch1185or28,rus,81,ist,0,telling,L2,Bilingual
ch1185or28,rus,81,ist,1,telling,L2,Bilingual
ch1185or28,rus,81,goal,0,telling,L2,Bilingual
ch1185or28,rus,81,attempt,0,telling,L2,Bilingual
ch1185or28,rus,81,outcome,1,telling,L2,Bilingual
ch1185or28,rus,81,ist,1,telling,L2,Bilingual
ch1186or28,rus,89,ist,1,retelling,L2,Bilingual
ch1186or28,rus,89,goal,1,retelling,L2,Bilingual
ch1186or28,rus,89,attempt,1,retelling,L2,Bilingual
ch1186or28,rus,89,outcome,1,retelling,L2,Bilingual
ch1186or28,rus,89,ist,0,retelling,L2,Bilingual
ch1186or28,rus,89,ist,1,retelling,L2,Bilingual
ch1186or28,rus,89,goal,1,retelling,L2,Bilingual
ch1186or28,rus,89,attempt,1,retelling,L2,Bilingual
ch1186or28,rus,89,outcome,1,retelling,L2,Bilingual
ch1186or28,rus,89,ist,1,retelling,L2,Bilingual
ch1186or28,rus,89,ist,1,retelling,L2,Bilingual
ch1186or28,rus,89,goal,1,retelling,L2,Bilingual
ch1186or28,rus,89,attempt,1,retelling,L2,Bilingual
ch1186or28,rus,89,outcome,1,retelling,L2,Bilingual
ch1186or28,rus,89,ist,1,retelling,L2,Bilingual
ch1186or28,rus,89,ist,1,telling,L2,Bilingual
ch1186or28,rus,89,goal,1,telling,L2,Bilingual
ch1186or28,rus,89,attempt,1,telling,L2,Bilingual
ch1186or28,rus,89,outcome,1,telling,L2,Bilingual
ch1186or28,rus,89,ist,0,telling,L2,Bilingual
ch1186or28,rus,89,ist,0,telling,L2,Bilingual
ch1186or28,rus,89,goal,1,telling,L2,Bilingual
ch1186or28,rus,89,attempt,1,telling,L2,Bilingual
ch1186or28,rus,89,outcome,1,telling,L2,Bilingual
ch1186or28,rus,89,ist,1,telling,L2,Bilingual
ch1186or28,rus,89,ist,1,telling,L2,Bilingual
ch1186or28,rus,89,goal,1,telling,L2,Bilingual
ch1186or28,rus,89,attempt,0,telling,L2,Bilingual
ch1186or28,rus,89,outcome,1,telling,L2,Bilingual
ch1186or28,rus,89,ist,1,telling,L2,Bilingual
ch1186or28,sah,89,ist,1,retelling,L1,Bilingual
ch1186or28,sah,89,goal,1,retelling,L1,Bilingual
ch1186or28,sah,89,attempt,1,retelling,L1,Bilingual
ch1186or28,sah,89,outcome,1,retelling,L1,Bilingual
ch1186or28,sah,89,ist,0,retelling,L1,Bilingual
ch1186or28,sah,89,ist,0,retelling,L1,Bilingual
ch1186or28,sah,89,goal,1,retelling,L1,Bilingual
ch1186or28,sah,89,attempt,1,retelling,L1,Bilingual
ch1186or28,sah,89,outcome,1,retelling,L1,Bilingual
ch1186or28,sah,89,ist,1,retelling,L1,Bilingual
ch1186or28,sah,89,ist,0,retelling,L1,Bilingual
ch1186or28,sah,89,goal,1,retelling,L1,Bilingual
ch1186or28,sah,89,attempt,0,retelling,L1,Bilingual
ch1186or28,sah,89,outcome,1,retelling,L1,Bilingual
ch1186or28,sah,89,ist,1,retelling,L1,Bilingual
ch1186or28,sah,89,ist,0,telling,L1,Bilingual
ch1186or28,sah,89,goal,1,telling,L1,Bilingual
ch1186or28,sah,89,attempt,1,telling,L1,Bilingual
ch1186or28,sah,89,outcome,1,telling,L1,Bilingual
ch1186or28,sah,89,ist,0,telling,L1,Bilingual
ch1186or28,sah,89,ist,0,telling,L1,Bilingual
ch1186or28,sah,89,goal,0,telling,L1,Bilingual
ch1186or28,sah,89,attempt,1,telling,L1,Bilingual
ch1186or28,sah,89,outcome,1,telling,L1,Bilingual
ch1186or28,sah,89,ist,0,telling,L1,Bilingual
ch1186or28,sah,89,ist,0,telling,L1,Bilingual
ch1186or28,sah,89,goal,1,telling,L1,Bilingual
ch1186or28,sah,89,attempt,0,telling,L1,Bilingual
ch1186or28,sah,89,outcome,0,telling,L1,Bilingual
ch1186or28,sah,89,ist,1,telling,L1,Bilingual
ch1187or28,rus,88,ist,1,retelling,L2,Bilingual
ch1187or28,rus,88,goal,1,retelling,L2,Bilingual
ch1187or28,rus,88,attempt,1,retelling,L2,Bilingual
ch1187or28,rus,88,outcome,1,retelling,L2,Bilingual
ch1187or28,rus,88,ist,1,retelling,L2,Bilingual
ch1187or28,rus,88,ist,1,retelling,L2,Bilingual
ch1187or28,rus,88,goal,0,retelling,L2,Bilingual
ch1187or28,rus,88,attempt,1,retelling,L2,Bilingual
ch1187or28,rus,88,outcome,1,retelling,L2,Bilingual
ch1187or28,rus,88,ist,1,retelling,L2,Bilingual
ch1187or28,rus,88,ist,0,retelling,L2,Bilingual
ch1187or28,rus,88,goal,1,retelling,L2,Bilingual
ch1187or28,rus,88,attempt,1,retelling,L2,Bilingual
ch1187or28,rus,88,outcome,1,retelling,L2,Bilingual
ch1187or28,rus,88,ist,1,retelling,L2,Bilingual
ch1187or28,rus,88,ist,1,telling,L2,Bilingual
ch1187or28,rus,88,goal,1,telling,L2,Bilingual
ch1187or28,rus,88,attempt,1,telling,L2,Bilingual
ch1187or28,rus,88,outcome,1,telling,L2,Bilingual
ch1187or28,rus,88,ist,0,telling,L2,Bilingual
ch1187or28,rus,88,ist,1,telling,L2,Bilingual
ch1187or28,rus,88,goal,1,telling,L2,Bilingual
ch1187or28,rus,88,attempt,1,telling,L2,Bilingual
ch1187or28,rus,88,outcome,1,telling,L2,Bilingual
ch1187or28,rus,88,ist,1,telling,L2,Bilingual
ch1187or28,rus,88,ist,1,telling,L2,Bilingual
ch1187or28,rus,88,goal,1,telling,L2,Bilingual
ch1187or28,rus,88,attempt,0,telling,L2,Bilingual
ch1187or28,rus,88,outcome,1,telling,L2,Bilingual
ch1187or28,rus,88,ist,1,telling,L2,Bilingual
ch1187or28,sah,88,ist,1,retelling,L1,Bilingual
ch1187or28,sah,88,goal,1,retelling,L1,Bilingual
ch1187or28,sah,88,attempt,0,retelling,L1,Bilingual
ch1187or28,sah,88,outcome,1,retelling,L1,Bilingual
ch1187or28,sah,88,ist,0,retelling,L1,Bilingual
ch1187or28,sah,88,ist,1,retelling,L1,Bilingual
ch1187or28,sah,88,goal,1,retelling,L1,Bilingual
ch1187or28,sah,88,attempt,1,retelling,L1,Bilingual
ch1187or28,sah,88,outcome,1,retelling,L1,Bilingual
ch1187or28,sah,88,ist,0,retelling,L1,Bilingual
ch1187or28,sah,88,ist,0,retelling,L1,Bilingual
ch1187or28,sah,88,goal,1,retelling,L1,Bilingual
ch1187or28,sah,88,attempt,0,retelling,L1,Bilingual
ch1187or28,sah,88,outcome,1,retelling,L1,Bilingual
ch1187or28,sah,88,ist,1,retelling,L1,Bilingual
ch1187or28,sah,88,ist,0,telling,L1,Bilingual
ch1187or28,sah,88,goal,1,telling,L1,Bilingual
ch1187or28,sah,88,attempt,0,telling,L1,Bilingual
ch1187or28,sah,88,outcome,1,telling,L1,Bilingual
ch1187or28,sah,88,ist,0,telling,L1,Bilingual
ch1187or28,sah,88,ist,1,telling,L1,Bilingual
ch1187or28,sah,88,goal,0,telling,L1,Bilingual
ch1187or28,sah,88,attempt,1,telling,L1,Bilingual
ch1187or28,sah,88,outcome,1,telling,L1,Bilingual
ch1187or28,sah,88,ist,0,telling,L1,Bilingual
ch1187or28,sah,88,ist,0,telling,L1,Bilingual
ch1187or28,sah,88,goal,1,telling,L1,Bilingual
ch1187or28,sah,88,attempt,0,telling,L1,Bilingual
ch1187or28,sah,88,outcome,1,telling,L1,Bilingual
ch1187or28,sah,88,ist,1,telling,L1,Bilingual
ch1188or28,rus,80,ist,1,retelling,L2,Bilingual
ch1188or28,rus,80,goal,1,retelling,L2,Bilingual
ch1188or28,rus,80,attempt,1,retelling,L2,Bilingual
ch1188or28,rus,80,outcome,1,retelling,L2,Bilingual
ch1188or28,rus,80,ist,1,retelling,L2,Bilingual
ch1188or28,rus,80,ist,1,retelling,L2,Bilingual
ch1188or28,rus,80,goal,1,retelling,L2,Bilingual
ch1188or28,rus,80,attempt,1,retelling,L2,Bilingual
ch1188or28,rus,80,outcome,1,retelling,L2,Bilingual
ch1188or28,rus,80,ist,1,retelling,L2,Bilingual
ch1188or28,rus,80,ist,1,retelling,L2,Bilingual
ch1188or28,rus,80,goal,1,retelling,L2,Bilingual
ch1188or28,rus,80,attempt,1,retelling,L2,Bilingual
ch1188or28,rus,80,outcome,1,retelling,L2,Bilingual
ch1188or28,rus,80,ist,1,retelling,L2,Bilingual
ch1188or28,rus,80,ist,1,telling,L2,Bilingual
ch1188or28,rus,80,goal,1,telling,L2,Bilingual
ch1188or28,rus,80,attempt,1,telling,L2,Bilingual
ch1188or28,rus,80,outcome,1,telling,L2,Bilingual
ch1188or28,rus,80,ist,0,telling,L2,Bilingual
ch1188or28,rus,80,ist,1,telling,L2,Bilingual
ch1188or28,rus,80,goal,1,telling,L2,Bilingual
ch1188or28,rus,80,attempt,1,telling,L2,Bilingual
ch1188or28,rus,80,outcome,1,telling,L2,Bilingual
ch1188or28,rus,80,ist,1,telling,L2,Bilingual
ch1188or28,rus,80,ist,0,telling,L2,Bilingual
ch1188or28,rus,80,goal,1,telling,L2,Bilingual
ch1188or28,rus,80,attempt,0,telling,L2,Bilingual
ch1188or28,rus,80,outcome,1,telling,L2,Bilingual
ch1188or28,rus,80,ist,1,telling,L2,Bilingual
ch1188or28,sah,80,ist,0,retelling,L1,Bilingual
ch1188or28,sah,80,goal,1,retelling,L1,Bilingual
ch1188or28,sah,80,attempt,0,retelling,L1,Bilingual
ch1188or28,sah,80,outcome,1,retelling,L1,Bilingual
ch1188or28,sah,80,ist,0,retelling,L1,Bilingual
ch1188or28,sah,80,ist,1,retelling,L1,Bilingual
ch1188or28,sah,80,goal,0,retelling,L1,Bilingual
ch1188or28,sah,80,attempt,1,retelling,L1,Bilingual
ch1188or28,sah,80,outcome,1,retelling,L1,Bilingual
ch1188or28,sah,80,ist,0,retelling,L1,Bilingual
ch1188or28,sah,80,ist,1,retelling,L1,Bilingual
ch1188or28,sah,80,goal,1,retelling,L1,Bilingual
ch1188or28,sah,80,attempt,0,retelling,L1,Bilingual
ch1188or28,sah,80,outcome,1,retelling,L1,Bilingual
ch1188or28,sah,80,ist,1,retelling,L1,Bilingual
ch1188or28,sah,80,ist,0,telling,L1,Bilingual
ch1188or28,sah,80,goal,1,telling,L1,Bilingual
ch1188or28,sah,80,attempt,0,telling,L1,Bilingual
ch1188or28,sah,80,outcome,1,telling,L1,Bilingual
ch1188or28,sah,80,ist,0,telling,L1,Bilingual
ch1188or28,sah,80,ist,0,telling,L1,Bilingual
ch1188or28,sah,80,goal,0,telling,L1,Bilingual
ch1188or28,sah,80,attempt,1,telling,L1,Bilingual
ch1188or28,sah,80,outcome,1,telling,L1,Bilingual
ch1188or28,sah,80,ist,0,telling,L1,Bilingual
ch1188or28,sah,80,ist,0,telling,L1,Bilingual
ch1188or28,sah,80,goal,1,telling,L1,Bilingual
ch1188or28,sah,80,attempt,0,telling,L1,Bilingual
ch1188or28,sah,80,outcome,1,telling,L1,Bilingual
ch1188or28,sah,80,ist,1,telling,L1,Bilingual
ch1189or28,rus,82,ist,1,telling,L2,Bilingual
ch1189or28,rus,82,goal,1,telling,L2,Bilingual
ch1189or28,rus,82,attempt,1,telling,L2,Bilingual
ch1189or28,rus,82,outcome,1,telling,L2,Bilingual
ch1189or28,rus,82,ist,1,telling,L2,Bilingual
ch1189or28,rus,82,ist,1,telling,L2,Bilingual
ch1189or28,rus,82,goal,1,telling,L2,Bilingual
ch1189or28,rus,82,attempt,1,telling,L2,Bilingual
ch1189or28,rus,82,outcome,1,telling,L2,Bilingual
ch1189or28,rus,82,ist,1,telling,L2,Bilingual
ch1189or28,rus,82,ist,1,telling,L2,Bilingual
ch1189or28,rus,82,goal,1,telling,L2,Bilingual
ch1189or28,rus,82,attempt,1,telling,L2,Bilingual
ch1189or28,rus,82,outcome,1,telling,L2,Bilingual
ch1189or28,rus,82,ist,1,telling,L2,Bilingual
ch1189or28,rus,82,ist,1,retelling,L2,Bilingual
ch1189or28,rus,82,goal,1,retelling,L2,Bilingual
ch1189or28,rus,82,attempt,1,retelling,L2,Bilingual
ch1189or28,rus,82,outcome,1,retelling,L2,Bilingual
ch1189or28,rus,82,ist,1,retelling,L2,Bilingual
ch1189or28,rus,82,ist,1,retelling,L2,Bilingual
ch1189or28,rus,82,goal,1,retelling,L2,Bilingual
ch1189or28,rus,82,attempt,1,retelling,L2,Bilingual
ch1189or28,rus,82,outcome,1,retelling,L2,Bilingual
ch1189or28,rus,82,ist,1,retelling,L2,Bilingual
ch1189or28,rus,82,ist,1,retelling,L2,Bilingual
ch1189or28,rus,82,goal,1,retelling,L2,Bilingual
ch1189or28,rus,82,attempt,1,retelling,L2,Bilingual
ch1189or28,rus,82,outcome,1,retelling,L2,Bilingual
ch1189or28,rus,82,ist,1,retelling,L2,Bilingual
ch1189or28,sah,82,ist,1,retelling,L1,Bilingual
ch1189or28,sah,82,goal,1,retelling,L1,Bilingual
ch1189or28,sah,82,attempt,1,retelling,L1,Bilingual
ch1189or28,sah,82,outcome,1,retelling,L1,Bilingual
ch1189or28,sah,82,ist,1,retelling,L1,Bilingual
ch1189or28,sah,82,ist,0,retelling,L1,Bilingual
ch1189or28,sah,82,goal,1,retelling,L1,Bilingual
ch1189or28,sah,82,attempt,1,retelling,L1,Bilingual
ch1189or28,sah,82,outcome,1,retelling,L1,Bilingual
ch1189or28,sah,82,ist,1,retelling,L1,Bilingual
ch1189or28,sah,82,ist,0,retelling,L1,Bilingual
ch1189or28,sah,82,goal,1,retelling,L1,Bilingual
ch1189or28,sah,82,attempt,0,retelling,L1,Bilingual
ch1189or28,sah,82,outcome,0,retelling,L1,Bilingual
ch1189or28,sah,82,ist,1,retelling,L1,Bilingual
ch1189or28,sah,82,ist,0,telling,L1,Bilingual
ch1189or28,sah,82,goal,1,telling,L1,Bilingual
ch1189or28,sah,82,attempt,0,telling,L1,Bilingual
ch1189or28,sah,82,outcome,1,telling,L1,Bilingual
ch1189or28,sah,82,ist,0,telling,L1,Bilingual
ch1189or28,sah,82,ist,0,telling,L1,Bilingual
ch1189or28,sah,82,goal,0,telling,L1,Bilingual
ch1189or28,sah,82,attempt,1,telling,L1,Bilingual
ch1189or28,sah,82,outcome,1,telling,L1,Bilingual
ch1189or28,sah,82,ist,0,telling,L1,Bilingual
ch1189or28,sah,82,ist,0,telling,L1,Bilingual
ch1189or28,sah,82,goal,1,telling,L1,Bilingual
ch1189or28,sah,82,attempt,0,telling,L1,Bilingual
ch1189or28,sah,82,outcome,0,telling,L1,Bilingual
ch1189or28,sah,82,ist,1,telling,L1,Bilingual
ch1190or28,rus,83,ist,1,retelling,L2,Bilingual
ch1190or28,rus,83,goal,1,retelling,L2,Bilingual
ch1190or28,rus,83,attempt,1,retelling,L2,Bilingual
ch1190or28,rus,83,outcome,1,retelling,L2,Bilingual
ch1190or28,rus,83,ist,1,retelling,L2,Bilingual
ch1190or28,rus,83,ist,1,retelling,L2,Bilingual
ch1190or28,rus,83,goal,1,retelling,L2,Bilingual
ch1190or28,rus,83,attempt,1,retelling,L2,Bilingual
ch1190or28,rus,83,outcome,1,retelling,L2,Bilingual
ch1190or28,rus,83,ist,1,retelling,L2,Bilingual
ch1190or28,rus,83,ist,1,retelling,L2,Bilingual
ch1190or28,rus,83,goal,1,retelling,L2,Bilingual
ch1190or28,rus,83,attempt,1,retelling,L2,Bilingual
ch1190or28,rus,83,outcome,1,retelling,L2,Bilingual
ch1190or28,rus,83,ist,1,retelling,L2,Bilingual
ch1190or28,rus,83,ist,1,telling,L2,Bilingual
ch1190or28,rus,83,goal,1,telling,L2,Bilingual
ch1190or28,rus,83,attempt,1,telling,L2,Bilingual
ch1190or28,rus,83,outcome,1,telling,L2,Bilingual
ch1190or28,rus,83,ist,0,telling,L2,Bilingual
ch1190or28,rus,83,ist,1,telling,L2,Bilingual
ch1190or28,rus,83,goal,1,telling,L2,Bilingual
ch1190or28,rus,83,attempt,1,telling,L2,Bilingual
ch1190or28,rus,83,outcome,1,telling,L2,Bilingual
ch1190or28,rus,83,ist,1,telling,L2,Bilingual
ch1190or28,rus,83,ist,1,telling,L2,Bilingual
ch1190or28,rus,83,goal,1,telling,L2,Bilingual
ch1190or28,rus,83,attempt,0,telling,L2,Bilingual
ch1190or28,rus,83,outcome,1,telling,L2,Bilingual
ch1190or28,rus,83,ist,1,telling,L2,Bilingual
ch1190or28,sah,83,ist,0,retelling,L1,Bilingual
ch1190or28,sah,83,goal,1,retelling,L1,Bilingual
ch1190or28,sah,83,attempt,1,retelling,L1,Bilingual
ch1190or28,sah,83,outcome,1,retelling,L1,Bilingual
ch1190or28,sah,83,ist,0,retelling,L1,Bilingual
ch1190or28,sah,83,ist,0,retelling,L1,Bilingual
ch1190or28,sah,83,goal,1,retelling,L1,Bilingual
ch1190or28,sah,83,attempt,1,retelling,L1,Bilingual
ch1190or28,sah,83,outcome,0,retelling,L1,Bilingual
ch1190or28,sah,83,ist,0,retelling,L1,Bilingual
ch1190or28,sah,83,ist,0,retelling,L1,Bilingual
ch1190or28,sah,83,goal,1,retelling,L1,Bilingual
ch1190or28,sah,83,attempt,0,retelling,L1,Bilingual
ch1190or28,sah,83,outcome,1,retelling,L1,Bilingual
ch1190or28,sah,83,ist,1,retelling,L1,Bilingual
ch1190or28,sah,83,ist,0,telling,L1,Bilingual
ch1190or28,sah,83,goal,1,telling,L1,Bilingual
ch1190or28,sah,83,attempt,0,telling,L1,Bilingual
ch1190or28,sah,83,outcome,1,telling,L1,Bilingual
ch1190or28,sah,83,ist,0,telling,L1,Bilingual
ch1190or28,sah,83,ist,0,telling,L1,Bilingual
ch1190or28,sah,83,goal,0,telling,L1,Bilingual
ch1190or28,sah,83,attempt,1,telling,L1,Bilingual
ch1190or28,sah,83,outcome,0,telling,L1,Bilingual
ch1190or28,sah,83,ist,0,telling,L1,Bilingual
ch1190or28,sah,83,ist,0,telling,L1,Bilingual
ch1190or28,sah,83,goal,1,telling,L1,Bilingual
ch1190or28,sah,83,attempt,0,telling,L1,Bilingual
ch1190or28,sah,83,outcome,0,telling,L1,Bilingual
ch1190or28,sah,83,ist,1,telling,L1,Bilingual
ch1191or28,rus,88,ist,1,retelling,L2,Bilingual
ch1191or28,rus,88,goal,1,retelling,L2,Bilingual
ch1191or28,rus,88,attempt,1,retelling,L2,Bilingual
ch1191or28,rus,88,outcome,1,retelling,L2,Bilingual
ch1191or28,rus,88,ist,1,retelling,L2,Bilingual
ch1191or28,rus,88,ist,1,retelling,L2,Bilingual
ch1191or28,rus,88,goal,1,retelling,L2,Bilingual
ch1191or28,rus,88,attempt,1,retelling,L2,Bilingual
ch1191or28,rus,88,outcome,1,retelling,L2,Bilingual
ch1191or28,rus,88,ist,1,retelling,L2,Bilingual
ch1191or28,rus,88,ist,1,retelling,L2,Bilingual
ch1191or28,rus,88,goal,1,retelling,L2,Bilingual
