child,testlanguage,age,item,response,mode,test_lang_status,ling,region
ch389or25,eng,80,attempt,1,telling,L1,Bilingual,Sweden
ch389or25,eng,80,outcome,1,telling,L1,Bilingual,Sweden
ch389or25,eng,80,ist,0,telling,L1,Bilingual,Sweden
ch389or25,eng,80,ist,1,telling,L1,Bilingual,Sweden
ch389or25,eng,80,goal,0,telling,L1,Bilingual,Sweden
ch389or25,eng,80,attempt,1,telling,L1,Bilingual,Sweden
ch389or25,eng,80,outcome,1,telling,L1,Bilingual,Sweden
ch389or25,eng,80,ist,0,telling,L1,Bilingual,Sweden
ch389or25,eng,80,ist,0,telling,L1,Bilingual,Sweden
ch389or25,eng,80,goal,0,telling,L1,Bilingual,Sweden
ch389or25,eng,80,attempt,1,telling,L1,Bilingual,Sweden
ch389or25,eng,80,outcome,1,telling,L1,Bilingual,Sweden
ch389or25,eng,80,ist,0,telling,L1,Bilingual,Sweden
ch389or25,swe,80,ist,1,telling,L2,Bilingual,Sweden
ch389or25,swe,80,goal,0,telling,L2,Bilingual,Sweden
ch389or25,swe,80,attempt,0,telling,L2,Bilingual,Sweden
ch389or25,swe,80,outcome,1,telling,L2,Bilingual,Sweden
ch389or25,swe,80,ist,0,telling,L2,Bilingual,Sweden
ch389or25,swe,80,ist,1,telling,L2,Bilingual,Sweden
ch389or25,swe,80,goal,0,telling,L2,Bilingual,Sweden
ch389or25,swe,80,attempt,1,telling,L2,Bilingual,Sweden
ch389or25,swe,80,outcome,1,telling,L2,Bilingual,Sweden
ch389or25,swe,80,ist,0,telling,L2,Bilingual,Sweden
ch389or25,swe,80,ist,0,telling,L2,Bilingual,Sweden
ch389or25,swe,80,goal,0,telling,L2,Bilingual,Sweden
ch389or25,swe,80,attempt,1,telling,L2,Bilingual,Sweden
ch389or25,swe,80,outcome,1,telling,L2,Bilingual,Sweden
ch389or25,swe,80,ist,0,telling,L2,Bilingual,Sweden
ch390or25,eng,84,ist,0,telling,L1,Bilingual,Sweden
ch390or25,eng,84,goal,0,telling,L1,Bilingual,Sweden
ch390or25,eng,84,attempt,1,telling,L1,Bilingual,Sweden
ch390or25,eng,84,outcome,1,telling,L1,Bilingual,Sweden
ch390or25,eng,84,ist,0,telling,L1,Bilingual,Sweden
ch390or25,eng,84,ist,1,telling,L1,Bilingual,Sweden
ch390or25,eng,84,goal,0,telling,L1,Bilingual,Sweden
ch390or25,eng,84,attempt,1,telling,L1,Bilingual,Sweden
ch390or25,eng,84,outcome,1,telling,L1,Bilingual,Sweden
ch390or25,eng,84,ist,0,telling,L1,Bilingual,Sweden
ch390or25,eng,84,ist,1,telling,L1,Bilingual,Sweden
ch390or25,eng,84,goal,0,telling,L1,Bilingual,Sweden
ch390or25,eng,84,attempt,1,telling,L1,Bilingual,Sweden
ch390or25,eng,84,outcome,1,telling,L1,Bilingual,Sweden
ch390or25,eng,84,ist,1,telling,L1,Bilingual,Sweden
ch390or25,swe,84,ist,1,telling,L2,Bilingual,Sweden
ch390or25,swe,84,goal,0,telling,L2,Bilingual,Sweden
ch390or25,swe,84,attempt,0,telling,L2,Bilingual,Sweden
ch390or25,swe,84,outcome,1,telling,L2,Bilingual,Sweden
ch390or25,swe,84,ist,0,telling,L2,Bilingual,Sweden
ch390or25,swe,84,ist,1,telling,L2,Bilingual,Sweden
ch390or25,swe,84,goal,0,telling,L2,Bilingual,Sweden
ch390or25,swe,84,attempt,1,telling,L2,Bilingual,Sweden
ch390or25,swe,84,outcome,0,telling,L2,Bilingual,Sweden
ch390or25,swe,84,ist,0,telling,L2,Bilingual,Sweden
ch390or25,swe,84,ist,1,telling,L2,Bilingual,Sweden
ch390or25,swe,84,goal,0,telling,L2,Bilingual,Sweden
ch390or25,swe,84,attempt,1,telling,L2,Bilingual,Sweden
ch390or25,swe,84,outcome,1,telling,L2,Bilingual,Sweden
ch390or25,swe,84,ist,0,telling,L2,Bilingual,Sweden
ch391or25,eng,76,ist,1,telling,L1,Bilingual,Sweden
ch391or25,eng,76,goal,0,telling,L1,Bilingual,Sweden
ch391or25,eng,76,attempt,0,telling,L1,Bilingual,Sweden
ch391or25,eng,76,outcome,0,telling,L1,Bilingual,Sweden
ch391or25,eng,76,ist,0,telling,L1,Bilingual,Sweden
ch391or25,eng,76,ist,1,telling,L1,Bilingual,Sweden
ch391or25,eng,76,goal,1,telling,L1,Bilingual,Sweden
ch391or25,eng,76,attempt,1,telling,L1,Bilingual,Sweden
ch391or25,eng,76,outcome,0,telling,L1,Bilingual,Sweden
ch391or25,eng,76,ist,0,telling,L1,Bilingual,Sweden
ch391or25,eng,76,ist,1,telling,L1,Bilingual,Sweden
ch391or25,eng,76,goal,0,telling,L1,Bilingual,Sweden
ch391or25,eng,76,attempt,1,telling,L1,Bilingual,Sweden
ch391or25,eng,76,outcome,1,telling,L1,Bilingual,Sweden
ch391or25,eng,76,ist,0,telling,L1,Bilingual,Sweden
ch391or25,swe,76,ist,0,telling,L2,Bilingual,Sweden
ch391or25,swe,76,goal,0,telling,L2,Bilingual,Sweden
ch391or25,swe,76,attempt,1,telling,L2,Bilingual,Sweden
ch391or25,swe,76,outcome,0,telling,L2,Bilingual,Sweden
ch391or25,swe,76,ist,0,telling,L2,Bilingual,Sweden
ch391or25,swe,76,ist,0,telling,L2,Bilingual,Sweden
ch391or25,swe,76,goal,0,telling,L2,Bilingual,Sweden
ch391or25,swe,76,attempt,1,telling,L2,Bilingual,Sweden
ch391or25,swe,76,outcome,0,telling,L2,Bilingual,Sweden
ch391or25,swe,76,ist,0,telling,L2,Bilingual,Sweden
ch391or25,swe,76,ist,1,telling,L2,Bilingual,Sweden
ch391or25,swe,76,goal,0,telling,L2,Bilingual,Sweden
ch391or25,swe,76,attempt,0,telling,L2,Bilingual,Sweden
ch391or25,swe,76,outcome,1,telling,L2,Bilingual,Sweden
ch391or25,swe,76,ist,0,telling,L2,Bilingual,Sweden
ch392or25,eng,78,ist,1,telling,L1,Bilingual,Sweden
ch392or25,eng,78,goal,1,telling,L1,Bilingual,Sweden
ch392or25,eng,78,attempt,1,telling,L1,Bilingual,Sweden
ch392or25,eng,78,outcome,1,telling,L1,Bilingual,Sweden
ch392or25,eng,78,ist,0,telling,L1,Bilingual,Sweden
ch392or25,eng,78,ist,0,telling,L1,Bilingual,Sweden
ch392or25,eng,78,goal,0,telling,L1,Bilingual,Sweden
ch392or25,eng,78,attempt,1,telling,L1,Bilingual,Sweden
ch392or25,eng,78,outcome,1,telling,L1,Bilingual,Sweden
ch392or25,eng,78,ist,0,telling,L1,Bilingual,Sweden
ch392or25,eng,78,ist,1,telling,L1,Bilingual,Sweden
ch392or25,eng,78,goal,0,telling,L1,Bilingual,Sweden
ch392or25,eng,78,attempt,0,telling,L1,Bilingual,Sweden
ch392or25,eng,78,outcome,1,telling,L1,Bilingual,Sweden
ch392or25,eng,78,ist,0,telling,L1,Bilingual,Sweden
ch392or25,swe,78,ist,1,telling,L2,Bilingual,Sweden
ch392or25,swe,78,goal,0,telling,L2,Bilingual,Sweden
ch392or25,swe,78,attempt,0,telling,L2,Bilingual,Sweden
ch392or25,swe,78,outcome,1,telling,L2,Bilingual,Sweden
ch392or25,swe,78,ist,0,telling,L2,Bilingual,Sweden
ch392or25,swe,78,ist,1,telling,L2,Bilingual,Sweden
ch392or25,swe,78,goal,0,telling,L2,Bilingual,Sweden
ch392or25,swe,78,attempt,1,telling,L2,Bilingual,Sweden
ch392or25,swe,78,outcome,0,telling,L2,Bilingual,Sweden
ch392or25,swe,78,ist,0,telling,L2,Bilingual,Sweden
ch392or25,swe,78,ist,1,telling,L2,Bilingual,Sweden
ch392or25,swe,78,goal,0,telling,L2,Bilingual,Sweden
ch392or25,swe,78,attempt,1,telling,L2,Bilingual,Sweden
ch392or25,swe,78,outcome,1,telling,L2,Bilingual,Sweden
ch392or25,swe,78,ist,0,telling,L2,Bilingual,Sweden
ch393or25,swe,76,ist,1,telling,L2,Bilingual,Sweden
ch393or25,swe,76,goal,0,telling,L2,Bilingual,Sweden
ch393or25,swe,76,attempt,0,telling,L2,Bilingual,Sweden
ch393or25,swe,76,outcome,1,telling,L2,Bilingual,Sweden
ch393or25,swe,76,ist,0,telling,L2,Bilingual,Sweden
ch393or25,swe,76,ist,0,telling,L2,Bilingual,Sweden
ch393or25,swe,76,goal,0,telling,L2,Bilingual,Sweden
ch393or25,swe,76,attempt,1,telling,L2,Bilingual,Sweden
ch393or25,swe,76,outcome,1,telling,L2,Bilingual,Sweden
ch393or25,swe,76,ist,0,telling,L2,Bilingual,Sweden
ch393or25,swe,76,ist,0,telling,L2,Bilingual,Sweden
ch393or25,swe,76,goal,0,telling,L2,Bilingual,Sweden
ch393or25,swe,76,attempt,1,telling,L2,Bilingual,Sweden
ch393or25,swe,76,outcome,1,telling,L2,Bilingual,Sweden
ch393or25,swe,76,ist,1,telling,L2,Bilingual,Sweden
ch393or25,eng,76,ist,0,telling,L1,Bilingual,Sweden
ch393or25,eng,76,goal,0,telling,L1,Bilingual,Sweden
ch393or25,eng,76,attempt,1,telling,L1,Bilingual,Sweden
ch393or25,eng,76,outcome,1,telling,L1,Bilingual,Sweden
ch393or25,eng,76,ist,0,telling,L1,Bilingual,Sweden
ch393or25,eng,76,ist,0,telling,L1,Bilingual,Sweden
ch393or25,eng,76,goal,0,telling,L1,Bilingual,Sweden
ch393or25,eng,76,attempt,1,telling,L1,Bilingual,Sweden
ch393or25,eng,76,outcome,1,telling,L1,Bilingual,Sweden
ch393or25,eng,76,ist,0,telling,L1,Bilingual,Sweden
ch393or25,eng,76,ist,0,telling,L1,Bilingual,Sweden
ch393or25,eng,76,goal,0,telling,L1,Bilingual,Sweden
ch393or25,eng,76,attempt,1,telling,L1,Bilingual,Sweden
ch393or25,eng,76,outcome,1,telling,L1,Bilingual,Sweden
ch393or25,eng,76,ist,0,telling,L1,Bilingual,Sweden
ch394or25,swe,75,ist,0,telling,L2,Bilingual,Sweden
ch394or25,swe,75,goal,1,telling,L2,Bilingual,Sweden
ch394or25,swe,75,attempt,1,telling,L2,Bilingual,Sweden
ch394or25,swe,75,outcome,0,telling,L2,Bilingual,Sweden
ch394or25,swe,75,ist,0,telling,L2,Bilingual,Sweden
ch394or25,swe,75,ist,0,telling,L2,Bilingual,Sweden
ch394or25,swe,75,goal,1,telling,L2,Bilingual,Sweden
ch394or25,swe,75,attempt,1,telling,L2,Bilingual,Sweden
ch394or25,swe,75,outcome,1,telling,L2,Bilingual,Sweden
ch394or25,swe,75,ist,0,telling,L2,Bilingual,Sweden
ch394or25,swe,75,ist,0,telling,L2,Bilingual,Sweden
ch394or25,swe,75,goal,0,telling,L2,Bilingual,Sweden
ch394or25,swe,75,attempt,1,telling,L2,Bilingual,Sweden
ch394or25,swe,75,outcome,0,telling,L2,Bilingual,Sweden
ch394or25,swe,75,ist,0,telling,L2,Bilingual,Sweden
ch394or25,eng,75,ist,0,telling,L1,Bilingual,Sweden
ch394or25,eng,75,goal,0,telling,L1,Bilingual,Sweden
ch394or25,eng,75,attempt,0,telling,L1,Bilingual,Sweden
ch394or25,eng,75,outcome,0,telling,L1,Bilingual,Sweden
ch394or25,eng,75,ist,0,telling,L1,Bilingual,Sweden
ch394or25,eng,75,ist,0,telling,L1,Bilingual,Sweden
ch394or25,eng,75,goal,1,telling,L1,Bilingual,Sweden
ch394or25,eng,75,attempt,0,telling,L1,Bilingual,Sweden
ch394or25,eng,75,outcome,1,telling,L1,Bilingual,Sweden
ch394or25,eng,75,ist,0,telling,L1,Bilingual,Sweden
ch394or25,eng,75,ist,0,telling,L1,Bilingual,Sweden
ch394or25,eng,75,goal,0,telling,L1,Bilingual,Sweden
ch394or25,eng,75,attempt,0,telling,L1,Bilingual,Sweden
ch394or25,eng,75,outcome,1,telling,L1,Bilingual,Sweden
ch394or25,eng,75,ist,0,telling,L1,Bilingual,Sweden
ch395or25,swe,69,ist,0,telling,L2,Bilingual,Sweden
ch395or25,swe,69,goal,0,telling,L2,Bilingual,Sweden
ch395or25,swe,69,attempt,0,telling,L2,Bilingual,Sweden
ch395or25,swe,69,outcome,0,telling,L2,Bilingual,Sweden
ch395or25,swe,69,ist,0,telling,L2,Bilingual,Sweden
ch395or25,swe,69,ist,0,telling,L2,Bilingual,Sweden
ch395or25,swe,69,goal,1,telling,L2,Bilingual,Sweden
ch395or25,swe,69,attempt,0,telling,L2,Bilingual,Sweden
ch395or25,swe,69,outcome,1,telling,L2,Bilingual,Sweden
ch395or25,swe,69,ist,0,telling,L2,Bilingual,Sweden
ch395or25,swe,69,ist,1,telling,L2,Bilingual,Sweden
ch395or25,swe,69,goal,0,telling,L2,Bilingual,Sweden
ch395or25,swe,69,attempt,1,telling,L2,Bilingual,Sweden
ch395or25,swe,69,outcome,1,telling,L2,Bilingual,Sweden
ch395or25,swe,69,ist,0,telling,L2,Bilingual,Sweden
ch395or25,eng,69,ist,0,telling,L1,Bilingual,Sweden
ch395or25,eng,69,goal,0,telling,L1,Bilingual,Sweden
ch395or25,eng,69,attempt,0,telling,L1,Bilingual,Sweden
ch395or25,eng,69,outcome,1,telling,L1,Bilingual,Sweden
ch395or25,eng,69,ist,0,telling,L1,Bilingual,Sweden
ch395or25,eng,69,ist,0,telling,L1,Bilingual,Sweden
ch395or25,eng,69,goal,1,telling,L1,Bilingual,Sweden
ch395or25,eng,69,attempt,0,telling,L1,Bilingual,Sweden
ch395or25,eng,69,outcome,0,telling,L1,Bilingual,Sweden
ch395or25,eng,69,ist,0,telling,L1,Bilingual,Sweden
ch395or25,eng,69,ist,1,telling,L1,Bilingual,Sweden
ch395or25,eng,69,goal,0,telling,L1,Bilingual,Sweden
ch395or25,eng,69,attempt,1,telling,L1,Bilingual,Sweden
ch395or25,eng,69,outcome,0,telling,L1,Bilingual,Sweden
ch395or25,eng,69,ist,0,telling,L1,Bilingual,Sweden
ch396or25,eng,73,ist,0,telling,L1,Bilingual,Sweden
ch396or25,eng,73,goal,1,telling,L1,Bilingual,Sweden
ch396or25,eng,73,attempt,1,telling,L1,Bilingual,Sweden
ch396or25,eng,73,outcome,0,telling,L1,Bilingual,Sweden
ch396or25,eng,73,ist,0,telling,L1,Bilingual,Sweden
ch396or25,eng,73,ist,0,telling,L1,Bilingual,Sweden
ch396or25,eng,73,goal,0,telling,L1,Bilingual,Sweden
ch396or25,eng,73,attempt,1,telling,L1,Bilingual,Sweden
ch396or25,eng,73,outcome,0,telling,L1,Bilingual,Sweden
ch396or25,eng,73,ist,0,telling,L1,Bilingual,Sweden
ch396or25,eng,73,ist,1,telling,L1,Bilingual,Sweden
ch396or25,eng,73,goal,0,telling,L1,Bilingual,Sweden
ch396or25,eng,73,attempt,1,telling,L1,Bilingual,Sweden
ch396or25,eng,73,outcome,1,telling,L1,Bilingual,Sweden
ch396or25,eng,73,ist,0,telling,L1,Bilingual,Sweden
ch396or25,swe,73,ist,0,telling,L2,Bilingual,Sweden
ch396or25,swe,73,goal,0,telling,L2,Bilingual,Sweden
ch396or25,swe,73,attempt,0,telling,L2,Bilingual,Sweden
ch396or25,swe,73,outcome,1,telling,L2,Bilingual,Sweden
ch396or25,swe,73,ist,0,telling,L2,Bilingual,Sweden
ch396or25,swe,73,ist,0,telling,L2,Bilingual,Sweden
ch396or25,swe,73,goal,0,telling,L2,Bilingual,Sweden
ch396or25,swe,73,attempt,0,telling,L2,Bilingual,Sweden
ch396or25,swe,73,outcome,1,telling,L2,Bilingual,Sweden
ch396or25,swe,73,ist,0,telling,L2,Bilingual,Sweden
ch396or25,swe,73,ist,0,telling,L2,Bilingual,Sweden
ch396or25,swe,73,goal,0,telling,L2,Bilingual,Sweden
ch396or25,swe,73,attempt,1,telling,L2,Bilingual,Sweden
ch396or25,swe,73,outcome,1,telling,L2,Bilingual,Sweden
ch396or25,swe,73,ist,0,telling,L2,Bilingual,Sweden
ch397or25,eng,73,ist,0,telling,L1,Bilingual,Sweden
ch397or25,eng,73,goal,0,telling,L1,Bilingual,Sweden
ch397or25,eng,73,attempt,0,telling,L1,Bilingual,Sweden
ch397or25,eng,73,outcome,0,telling,L1,Bilingual,Sweden
ch397or25,eng,73,ist,0,telling,L1,Bilingual,Sweden
ch397or25,eng,73,ist,1,telling,L1,Bilingual,Sweden
ch397or25,eng,73,goal,1,telling,L1,Bilingual,Sweden
ch397or25,eng,73,attempt,1,telling,L1,Bilingual,Sweden
ch397or25,eng,73,outcome,0,telling,L1,Bilingual,Sweden
ch397or25,eng,73,ist,0,telling,L1,Bilingual,Sweden
ch397or25,eng,73,ist,1,telling,L1,Bilingual,Sweden
ch397or25,eng,73,goal,0,telling,L1,Bilingual,Sweden
ch397or25,eng,73,attempt,1,telling,L1,Bilingual,Sweden
ch397or25,eng,73,outcome,1,telling,L1,Bilingual,Sweden
ch397or25,eng,73,ist,1,telling,L1,Bilingual,Sweden
ch397or25,swe,73,ist,0,telling,L2,Bilingual,Sweden
ch397or25,swe,73,goal,0,telling,L2,Bilingual,Sweden
ch397or25,swe,73,attempt,0,telling,L2,Bilingual,Sweden
ch397or25,swe,73,outcome,0,telling,L2,Bilingual,Sweden
ch397or25,swe,73,ist,0,telling,L2,Bilingual,Sweden
ch397or25,swe,73,ist,0,telling,L2,Bilingual,Sweden
ch397or25,swe,73,goal,1,telling,L2,Bilingual,Sweden
ch397or25,swe,73,attempt,1,telling,L2,Bilingual,Sweden
ch397or25,swe,73,outcome,0,telling,L2,Bilingual,Sweden
ch397or25,swe,73,ist,0,telling,L2,Bilingual,Sweden
ch397or25,swe,73,ist,0,telling,L2,Bilingual,Sweden
ch397or25,swe,73,goal,0,telling,L2,Bilingual,Sweden
ch397or25,swe,73,attempt,1,telling,L2,Bilingual,Sweden
ch397or25,swe,73,outcome,1,telling,L2,Bilingual,Sweden
ch397or25,swe,73,ist,0,telling,L2,Bilingual,Sweden
ch398or25,swe,90,ist,0,telling,L2,Bilingual,Sweden
ch398or25,swe,90,goal,0,telling,L2,Bilingual,Sweden
ch398or25,swe,90,attempt,1,telling,L2,Bilingual,Sweden
ch398or25,swe,90,outcome,1,telling,L2,Bilingual,Sweden
ch398or25,swe,90,ist,0,telling,L2,Bilingual,Sweden
ch398or25,swe,90,ist,0,telling,L2,Bilingual,Sweden
ch398or25,swe,90,goal,1,telling,L2,Bilingual,Sweden
ch398or25,swe,90,attempt,1,telling,L2,Bilingual,Sweden
ch398or25,swe,90,outcome,1,telling,L2,Bilingual,Sweden
ch398or25,swe,90,ist,0,telling,L2,Bilingual,Sweden
ch398or25,swe,90,ist,0,telling,L2,Bilingual,Sweden
ch398or25,swe,90,goal,0,telling,L2,Bilingual,Sweden
ch398or25,swe,90,attempt,1,telling,L2,Bilingual,Sweden
ch398or25,swe,90,outcome,1,telling,L2,Bilingual,Sweden
ch398or25,swe,90,ist,1,telling,L2,Bilingual,Sweden
ch398or25,eng,90,ist,0,telling,L1,Bilingual,Sweden
ch398or25,eng,90,goal,0,telling,L1,Bilingual,Sweden
ch398or25,eng,90,attempt,0,telling,L1,Bilingual,Sweden
ch398or25,eng,90,outcome,0,telling,L1,Bilingual,Sweden
ch398or25,eng,90,ist,0,telling,L1,Bilingual,Sweden
ch398or25,eng,90,ist,0,telling,L1,Bilingual,Sweden
ch398or25,eng,90,goal,0,telling,L1,Bilingual,Sweden
ch398or25,eng,90,attempt,0,telling,L1,Bilingual,Sweden
ch398or25,eng,90,outcome,1,telling,L1,Bilingual,Sweden
ch398or25,eng,90,ist,0,telling,L1,Bilingual,Sweden
ch398or25,eng,90,ist,0,telling,L1,Bilingual,Sweden
ch398or25,eng,90,goal,0,telling,L1,Bilingual,Sweden
ch398or25,eng,90,attempt,1,telling,L1,Bilingual,Sweden
ch398or25,eng,90,outcome,1,telling,L1,Bilingual,Sweden
ch398or25,eng,90,ist,0,telling,L1,Bilingual,Sweden
ch399or25,eng,71,ist,0,telling,L1,Bilingual,Sweden
ch399or25,eng,71,goal,0,telling,L1,Bilingual,Sweden
ch399or25,eng,71,attempt,1,telling,L1,Bilingual,Sweden
ch399or25,eng,71,outcome,0,telling,L1,Bilingual,Sweden
ch399or25,eng,71,ist,0,telling,L1,Bilingual,Sweden
ch399or25,eng,71,ist,0,telling,L1,Bilingual,Sweden
ch399or25,eng,71,goal,0,telling,L1,Bilingual,Sweden
ch399or25,eng,71,attempt,1,telling,L1,Bilingual,Sweden
ch399or25,eng,71,outcome,1,telling,L1,Bilingual,Sweden
ch399or25,eng,71,ist,0,telling,L1,Bilingual,Sweden
ch399or25,eng,71,ist,0,telling,L1,Bilingual,Sweden
ch399or25,eng,71,goal,0,telling,L1,Bilingual,Sweden
ch399or25,eng,71,attempt,1,telling,L1,Bilingual,Sweden
ch399or25,eng,71,outcome,1,telling,L1,Bilingual,Sweden
ch399or25,eng,71,ist,0,telling,L1,Bilingual,Sweden
ch399or25,swe,71,ist,1,telling,L2,Bilingual,Sweden
ch399or25,swe,71,goal,0,telling,L2,Bilingual,Sweden
ch399or25,swe,71,attempt,0,telling,L2,Bilingual,Sweden
ch399or25,swe,71,outcome,0,telling,L2,Bilingual,Sweden
ch399or25,swe,71,ist,0,telling,L2,Bilingual,Sweden
ch399or25,swe,71,ist,1,telling,L2,Bilingual,Sweden
ch399or25,swe,71,goal,0,telling,L2,Bilingual,Sweden
ch399or25,swe,71,attempt,0,telling,L2,Bilingual,Sweden
ch399or25,swe,71,outcome,0,telling,L2,Bilingual,Sweden
ch399or25,swe,71,ist,0,telling,L2,Bilingual,Sweden
ch399or25,swe,71,ist,0,telling,L2,Bilingual,Sweden
ch399or25,swe,71,goal,0,telling,L2,Bilingual,Sweden
ch399or25,swe,71,attempt,1,telling,L2,Bilingual,Sweden
ch399or25,swe,71,outcome,1,telling,L2,Bilingual,Sweden
ch399or25,swe,71,ist,0,telling,L2,Bilingual,Sweden
ch400or25,swe,71,ist,0,telling,L2,Bilingual,Sweden
ch400or25,swe,71,goal,0,telling,L2,Bilingual,Sweden
ch400or25,swe,71,attempt,0,telling,L2,Bilingual,Sweden
ch400or25,swe,71,outcome,1,telling,L2,Bilingual,Sweden
ch400or25,swe,71,ist,0,telling,L2,Bilingual,Sweden
ch400or25,swe,71,ist,0,telling,L2,Bilingual,Sweden
ch400or25,swe,71,goal,0,telling,L2,Bilingual,Sweden
ch400or25,swe,71,attempt,0,telling,L2,Bilingual,Sweden
ch400or25,swe,71,outcome,0,telling,L2,Bilingual,Sweden
ch400or25,swe,71,ist,1,telling,L2,Bilingual,Sweden
ch400or25,swe,71,ist,0,telling,L2,Bilingual,Sweden
ch400or25,swe,71,goal,0,telling,L2,Bilingual,Sweden
ch400or25,swe,71,attempt,1,telling,L2,Bilingual,Sweden
ch400or25,swe,71,outcome,1,telling,L2,Bilingual,Sweden
ch400or25,swe,71,ist,0,telling,L2,Bilingual,Sweden
ch400or25,eng,71,ist,0,telling,L1,Bilingual,Sweden
ch400or25,eng,71,goal,0,telling,L1,Bilingual,Sweden
ch400or25,eng,71,attempt,0,telling,L1,Bilingual,Sweden
ch400or25,eng,71,outcome,0,telling,L1,Bilingual,Sweden
ch400or25,eng,71,ist,0,telling,L1,Bilingual,Sweden
ch400or25,eng,71,ist,0,telling,L1,Bilingual,Sweden
ch400or25,eng,71,goal,1,telling,L1,Bilingual,Sweden
ch400or25,eng,71,attempt,0,telling,L1,Bilingual,Sweden
ch400or25,eng,71,outcome,0,telling,L1,Bilingual,Sweden
ch400or25,eng,71,ist,0,telling,L1,Bilingual,Sweden
ch400or25,eng,71,ist,1,telling,L1,Bilingual,Sweden
ch400or25,eng,71,goal,0,telling,L1,Bilingual,Sweden
ch400or25,eng,71,attempt,1,telling,L1,Bilingual,Sweden
ch400or25,eng,71,outcome,0,telling,L1,Bilingual,Sweden
ch400or25,eng,71,ist,0,telling,L1,Bilingual,Sweden
ch889or25,swe,68,ist,1,telling,L1,Monolingual,Sweden
ch889or25,swe,68,goal,0,telling,L1,Monolingual,Sweden
ch889or25,swe,68,attempt,1,telling,L1,Monolingual,Sweden
ch889or25,swe,68,outcome,1,telling,L1,Monolingual,Sweden
ch889or25,swe,68,ist,0,telling,L1,Monolingual,Sweden
ch889or25,swe,68,ist,0,telling,L1,Monolingual,Sweden
ch889or25,swe,68,goal,0,telling,L1,Monolingual,Sweden
ch889or25,swe,68,attempt,0,telling,L1,Monolingual,Sweden
ch889or25,swe,68,outcome,0,telling,L1,Monolingual,Sweden
ch889or25,swe,68,ist,0,telling,L1,Monolingual,Sweden
ch889or25,swe,68,ist,0,telling,L1,Monolingual,Sweden
ch889or25,swe,68,goal,0,telling,L1,Monolingual,Sweden
ch889or25,swe,68,attempt,1,telling,L1,Monolingual,Sweden
ch889or25,swe,68,outcome,1,telling,L1,Monolingual,Sweden
ch889or25,swe,68,ist,0,telling,L1,Monolingual,Sweden
ch890or25,swe,77,ist,0,telling,L1,Monolingual,Sweden
ch890or25,swe,77,goal,0,telling,L1,Monolingual,Sweden
ch890or25,swe,77,attempt,1,telling,L1,Monolingual,Sweden
ch890or25,swe,77,outcome,1,telling,L1,Monolingual,Sweden
ch890or25,swe,77,ist,0,telling,L1,Monolingual,Sweden
ch890or25,swe,77,ist,0,telling,L1,Monolingual,Sweden
ch890or25,swe,77,goal,1,telling,L1,Monolingual,Sweden
ch890or25,swe,77,attempt,0,telling,L1,Monolingual,Sweden
ch890or25,swe,77,outcome,1,telling,L1,Monolingual,Sweden
ch890or25,swe,77,ist,0,telling,L1,Monolingual,Sweden
ch890or25,swe,77,ist,1,telling,L1,Monolingual,Sweden
ch890or25,swe,77,goal,0,telling,L1,Monolingual,Sweden
ch890or25,swe,77,attempt,1,telling,L1,Monolingual,Sweden
ch890or25,swe,77,outcome,1,telling,L1,Monolingual,Sweden
ch890or25,swe,77,ist,0,telling,L1,Monolingual,Sweden
ch891or25,swe,69,ist,1,telling,L1,Monolingual,Sweden
ch891or25,swe,69,goal,0,telling,L1,Monolingual,Sweden
ch891or25,swe,69,attempt,1,telling,L1,Monolingual,Sweden
ch891or25,swe,69,outcome,1,telling,L1,Monolingual,Sweden
ch891or25,swe,69,ist,0,telling,L1,Monolingual,Sweden
ch891or25,swe,69,ist,0,telling,L1,Monolingual,Sweden
ch891or25,swe,69,goal,0,telling,L1,Monolingual,Sweden
ch891or25,swe,69,attempt,1,telling,L1,Monolingual,Sweden
ch891or25,swe,69,outcome,1,telling,L1,Monolingual,Sweden
ch891or25,swe,69,ist,0,telling,L1,Monolingual,Sweden
ch891or25,swe,69,ist,1,telling,L1,Monolingual,Sweden
ch891or25,swe,69,goal,0,telling,L1,Monolingual,Sweden
ch891or25,swe,69,attempt,1,telling,L1,Monolingual,Sweden
ch891or25,swe,69,outcome,1,telling,L1,Monolingual,Sweden
ch891or25,swe,69,ist,0,telling,L1,Monolingual,Sweden
ch892or25,swe,75,ist,0,telling,L1,Monolingual,Sweden
ch892or25,swe,75,goal,0,telling,L1,Monolingual,Sweden
ch892or25,swe,75,attempt,0,telling,L1,Monolingual,Sweden
ch892or25,swe,75,outcome,0,telling,L1,Monolingual,Sweden
ch892or25,swe,75,ist,0,telling,L1,Monolingual,Sweden
ch892or25,swe,75,ist,0,telling,L1,Monolingual,Sweden
ch892or25,swe,75,goal,1,telling,L1,Monolingual,Sweden
ch892or25,swe,75,attempt,1,telling,L1,Monolingual,Sweden
ch892or25,swe,75,outcome,1,telling,L1,Monolingual,Sweden
ch892or25,swe,75,ist,0,telling,L1,Monolingual,Sweden
ch892or25,swe,75,ist,1,telling,L1,Monolingual,Sweden
ch892or25,swe,75,goal,0,telling,L1,Monolingual,Sweden
ch892or25,swe,75,attempt,1,telling,L1,Monolingual,Sweden
ch892or25,swe,75,outcome,1,telling,L1,Monolingual,Sweden
ch892or25,swe,75,ist,1,telling,L1,Monolingual,Sweden
