child,testlanguage,age,narrative,complete,mode,test_lang_status,ling
ch1470or23,kor,81,nar_3,1,retelling,L1,Monolingual
ch1471or23,kor,84,nar_1,0,telling,L1,Monolingual
ch1471or23,kor,84,nar_2,0,telling,L1,Monolingual
ch1471or23,kor,84,nar_3,0,telling,L1,Monolingual
ch1471or23,kor,84,nar_1,0,retelling,L1,Monolingual
ch1471or23,kor,84,nar_2,0,retelling,L1,Monolingual
ch1471or23,kor,84,nar_3,0,retelling,L1,Monolingual
ch1472or23,kor,95,nar_1,0,telling,L1,Monolingual
ch1472or23,kor,95,nar_2,0,telling,L1,Monolingual
ch1472or23,kor,95,nar_3,1,telling,L1,Monolingual
ch1472or23,kor,95,nar_1,1,retelling,L1,Monolingual
ch1472or23,kor,95,nar_2,1,retelling,L1,Monolingual
ch1472or23,kor,95,nar_3,1,retelling,L1,Monolingual
ch1473or23,kor,78,nar_1,0,telling,L1,Monolingual
ch1473or23,kor,78,nar_2,0,telling,L1,Monolingual
ch1473or23,kor,78,nar_3,0,telling,L1,Monolingual
ch1473or23,kor,78,nar_1,0,retelling,L1,Monolingual
ch1473or23,kor,78,nar_2,1,retelling,L1,Monolingual
ch1473or23,kor,78,nar_3,1,retelling,L1,Monolingual
ch1474or23,kor,99,nar_1,1,telling,L1,Monolingual
ch1474or23,kor,99,nar_2,0,telling,L1,Monolingual
ch1474or23,kor,99,nar_3,0,telling,L1,Monolingual
ch1474or23,kor,99,nar_1,0,retelling,L1,Monolingual
ch1474or23,kor,99,nar_2,1,retelling,L1,Monolingual
ch1474or23,kor,99,nar_3,0,retelling,L1,Monolingual
ch1475or23,kor,90,nar_1,0,telling,L1,Monolingual
ch1475or23,kor,90,nar_2,0,telling,L1,Monolingual
ch1475or23,kor,90,nar_3,0,telling,L1,Monolingual
ch1475or23,kor,90,nar_1,0,retelling,L1,Monolingual
ch1475or23,kor,90,nar_2,1,retelling,L1,Monolingual
ch1475or23,kor,90,nar_3,0,retelling,L1,Monolingual
ch1476or23,kor,88,nar_1,0,telling,L1,Monolingual
ch1476or23,kor,88,nar_2,0,telling,L1,Monolingual
ch1476or23,kor,88,nar_3,0,telling,L1,Monolingual
ch1476or23,kor,88,nar_1,0,retelling,L1,Monolingual
ch1476or23,kor,88,nar_2,1,retelling,L1,Monolingual
ch1476or23,kor,88,nar_3,0,retelling,L1,Monolingual
ch1477or23,kor,99,nar_1,0,telling,L1,Monolingual
ch1477or23,kor,99,nar_2,0,telling,L1,Monolingual
ch1477or23,kor,99,nar_3,0,telling,L1,Monolingual
ch1477or23,kor,99,nar_1,0,retelling,L1,Monolingual
ch1477or23,kor,99,nar_2,0,retelling,L1,Monolingual
ch1477or23,kor,99,nar_3,0,retelling,L1,Monolingual
ch1478or23,kor,83,nar_1,0,telling,L1,Monolingual
ch1478or23,kor,83,nar_2,0,telling,L1,Monolingual
ch1478or23,kor,83,nar_3,0,telling,L1,Monolingual
ch1478or23,kor,83,nar_1,0,retelling,L1,Monolingual
ch1478or23,kor,83,nar_2,0,retelling,L1,Monolingual
ch1478or23,kor,83,nar_3,0,retelling,L1,Monolingual
ch1479or23,kor,80,nar_1,0,telling,L1,Monolingual
ch1479or23,kor,80,nar_2,0,telling,L1,Monolingual
ch1479or23,kor,80,nar_3,0,telling,L1,Monolingual
ch1479or23,kor,80,nar_1,0,retelling,L1,Monolingual
ch1479or23,kor,80,nar_2,1,retelling,L1,Monolingual
ch1479or23,kor,80,nar_3,0,retelling,L1,Monolingual
ch1480or23,kor,80,nar_1,0,telling,L1,Monolingual
ch1480or23,kor,80,nar_2,0,telling,L1,Monolingual
ch1480or23,kor,80,nar_3,0,telling,L1,Monolingual
ch1480or23,kor,80,nar_1,0,retelling,L1,Monolingual
ch1480or23,kor,80,nar_2,1,retelling,L1,Monolingual
ch1480or23,kor,80,nar_3,0,retelling,L1,Monolingual
ch1481or23,kor,79,nar_1,1,telling,L1,Monolingual
ch1481or23,kor,79,nar_2,0,telling,L1,Monolingual
ch1481or23,kor,79,nar_3,0,telling,L1,Monolingual
ch1481or23,kor,79,nar_1,1,retelling,L1,Monolingual
ch1481or23,kor,79,nar_2,0,retelling,L1,Monolingual
ch1481or23,kor,79,nar_3,0,retelling,L1,Monolingual
ch1482or23,kor,94,nar_1,0,telling,L1,Monolingual
ch1482or23,kor,94,nar_2,0,telling,L1,Monolingual
ch1482or23,kor,94,nar_3,0,telling,L1,Monolingual
ch1482or23,kor,94,nar_1,1,retelling,L1,Monolingual
ch1482or23,kor,94,nar_2,0,retelling,L1,Monolingual
ch1482or23,kor,94,nar_3,1,retelling,L1,Monolingual
ch1483or23,kor,91,nar_1,1,telling,L1,Monolingual
ch1483or23,kor,91,nar_2,0,telling,L1,Monolingual
ch1483or23,kor,91,nar_3,0,telling,L1,Monolingual
ch1483or23,kor,91,nar_1,1,retelling,L1,Monolingual
ch1483or23,kor,91,nar_2,1,retelling,L1,Monolingual
ch1483or23,kor,91,nar_3,0,retelling,L1,Monolingual
ch1484or23,kor,89,nar_1,1,telling,L1,Monolingual
ch1484or23,kor,89,nar_2,0,telling,L1,Monolingual
ch1484or23,kor,89,nar_3,1,telling,L1,Monolingual
ch1484or23,kor,89,nar_1,1,retelling,L1,Monolingual
ch1484or23,kor,89,nar_2,0,retelling,L1,Monolingual
ch1484or23,kor,89,nar_3,0,retelling,L1,Monolingual
ch1485or23,kor,100,nar_1,1,telling,L1,Monolingual
ch1485or23,kor,100,nar_2,0,telling,L1,Monolingual
ch1485or23,kor,100,nar_3,0,telling,L1,Monolingual
ch1485or23,kor,100,nar_1,1,retelling,L1,Monolingual
ch1485or23,kor,100,nar_2,0,retelling,L1,Monolingual
ch1485or23,kor,100,nar_3,1,retelling,L1,Monolingual
ch1486or23,kor,78,nar_1,1,telling,L1,Monolingual
ch1486or23,kor,78,nar_2,0,telling,L1,Monolingual
ch1486or23,kor,78,nar_3,0,telling,L1,Monolingual
ch1486or23,kor,78,nar_1,1,retelling,L1,Monolingual
ch1486or23,kor,78,nar_2,0,retelling,L1,Monolingual
ch1486or23,kor,78,nar_3,0,retelling,L1,Monolingual
ch1487or23,kor,78,nar_1,1,telling,L1,Monolingual
ch1487or23,kor,78,nar_2,0,telling,L1,Monolingual
ch1487or23,kor,78,nar_3,0,telling,L1,Monolingual
ch1487or23,kor,78,nar_1,1,retelling,L1,Monolingual
ch1487or23,kor,78,nar_2,0,retelling,L1,Monolingual
ch1487or23,kor,78,nar_3,0,retelling,L1,Monolingual
ch1488or23,kor,85,nar_1,1,telling,L1,Monolingual
ch1488or23,kor,85,nar_2,0,telling,L1,Monolingual
ch1488or23,kor,85,nar_3,0,telling,L1,Monolingual
ch1488or23,kor,85,nar_1,0,retelling,L1,Monolingual
ch1488or23,kor,85,nar_2,1,retelling,L1,Monolingual
ch1488or23,kor,85,nar_3,1,retelling,L1,Monolingual
ch1489or23,kor,86,nar_1,0,telling,L1,Monolingual
ch1489or23,kor,86,nar_2,0,telling,L1,Monolingual
ch1489or23,kor,86,nar_3,0,telling,L1,Monolingual
ch1489or23,kor,86,nar_1,1,retelling,L1,Monolingual
ch1489or23,kor,86,nar_2,1,retelling,L1,Monolingual
ch1489or23,kor,86,nar_3,0,retelling,L1,Monolingual
ch1490or23,kor,93,nar_1,1,telling,L1,Monolingual
ch1490or23,kor,93,nar_2,1,telling,L1,Monolingual
ch1490or23,kor,93,nar_3,0,telling,L1,Monolingual
ch1490or23,kor,93,nar_1,1,retelling,L1,Monolingual
ch1490or23,kor,93,nar_2,1,retelling,L1,Monolingual
ch1490or23,kor,93,nar_3,0,retelling,L1,Monolingual
ch1491or23,kor,89,nar_1,0,telling,L1,Monolingual
ch1491or23,kor,89,nar_2,0,telling,L1,Monolingual
ch1491or23,kor,89,nar_3,0,telling,L1,Monolingual
ch1491or23,kor,89,nar_1,0,retelling,L1,Monolingual
ch1491or23,kor,89,nar_2,1,retelling,L1,Monolingual
ch1491or23,kor,89,nar_3,0,retelling,L1,Monolingual
ch1492or23,kor,89,nar_1,1,telling,L1,Monolingual
ch1492or23,kor,89,nar_2,0,telling,L1,Monolingual
ch1492or23,kor,89,nar_3,0,telling,L1,Monolingual
ch1492or23,kor,89,nar_1,1,retelling,L1,Monolingual
ch1492or23,kor,89,nar_2,1,retelling,L1,Monolingual
ch1492or23,kor,89,nar_3,0,retelling,L1,Monolingual
ch1493or23,kor,77,nar_1,0,telling,L1,Monolingual
ch1493or23,kor,77,nar_2,0,telling,L1,Monolingual
ch1493or23,kor,77,nar_3,0,telling,L1,Monolingual
ch1493or23,kor,77,nar_1,1,retelling,L1,Monolingual
ch1493or23,kor,77,nar_2,1,retelling,L1,Monolingual
ch1493or23,kor,77,nar_3,1,retelling,L1,Monolingual
ch1494or23,kor,78,nar_1,0,telling,L1,Monolingual
ch1494or23,kor,78,nar_2,0,telling,L1,Monolingual
ch1494or23,kor,78,nar_3,0,telling,L1,Monolingual
ch1494or23,kor,78,nar_1,1,retelling,L1,Monolingual
ch1494or23,kor,78,nar_2,0,retelling,L1,Monolingual
ch1494or23,kor,78,nar_3,0,retelling,L1,Monolingual
ch1495or23,kor,78,nar_1,0,telling,L1,Monolingual
ch1495or23,kor,78,nar_2,0,telling,L1,Monolingual
ch1495or23,kor,78,nar_3,0,telling,L1,Monolingual
ch1495or23,kor,78,nar_1,0,retelling,L1,Monolingual
ch1495or23,kor,78,nar_2,0,retelling,L1,Monolingual
ch1495or23,kor,78,nar_3,0,retelling,L1,Monolingual
ch1496or23,kor,82,nar_1,1,telling,L1,Monolingual
ch1496or23,kor,82,nar_2,0,telling,L1,Monolingual
ch1496or23,kor,82,nar_3,0,telling,L1,Monolingual
ch1496or23,kor,82,nar_1,1,retelling,L1,Monolingual
ch1496or23,kor,82,nar_2,1,retelling,L1,Monolingual
ch1496or23,kor,82,nar_3,0,retelling,L1,Monolingual
ch1497or23,kor,91,nar_1,1,telling,L1,Monolingual
ch1497or23,kor,91,nar_2,0,telling,L1,Monolingual
ch1497or23,kor,91,nar_3,0,telling,L1,Monolingual
ch1497or23,kor,91,nar_1,0,retelling,L1,Monolingual
ch1497or23,kor,91,nar_2,0,retelling,L1,Monolingual
ch1497or23,kor,91,nar_3,1,retelling,L1,Monolingual
ch1498or23,kor,93,nar_1,0,telling,L1,Monolingual
ch1498or23,kor,93,nar_2,0,telling,L1,Monolingual
ch1498or23,kor,93,nar_3,0,telling,L1,Monolingual
ch1498or23,kor,93,nar_1,1,retelling,L1,Monolingual
ch1498or23,kor,93,nar_2,0,retelling,L1,Monolingual
ch1498or23,kor,93,nar_3,0,retelling,L1,Monolingual
ch1499or23,kor,92,nar_1,1,telling,L1,Monolingual
ch1499or23,kor,92,nar_2,0,telling,L1,Monolingual
ch1499or23,kor,92,nar_3,0,telling,L1,Monolingual
ch1499or23,kor,92,nar_1,1,retelling,L1,Monolingual
ch1499or23,kor,92,nar_2,0,retelling,L1,Monolingual
ch1499or23,kor,92,nar_3,0,retelling,L1,Monolingual
ch1500or23,kor,98,nar_1,1,telling,L1,Monolingual
ch1500or23,kor,98,nar_2,0,telling,L1,Monolingual
ch1500or23,kor,98,nar_3,1,telling,L1,Monolingual
ch1500or23,kor,98,nar_1,1,retelling,L1,Monolingual
ch1500or23,kor,98,nar_2,1,retelling,L1,Monolingual
ch1500or23,kor,98,nar_3,0,retelling,L1,Monolingual
ch1501or23,kor,88,nar_1,0,telling,L1,Monolingual
ch1501or23,kor,88,nar_2,0,telling,L1,Monolingual
ch1501or23,kor,88,nar_3,0,telling,L1,Monolingual
ch1501or23,kor,88,nar_1,1,retelling,L1,Monolingual
ch1501or23,kor,88,nar_2,1,retelling,L1,Monolingual
ch1501or23,kor,88,nar_3,0,retelling,L1,Monolingual
ch1502or23,kor,81,nar_1,1,telling,L1,Monolingual
ch1502or23,kor,81,nar_2,0,telling,L1,Monolingual
ch1502or23,kor,81,nar_3,0,telling,L1,Monolingual
ch1502or23,kor,81,nar_1,1,retelling,L1,Monolingual
ch1502or23,kor,81,nar_2,0,retelling,L1,Monolingual
ch1502or23,kor,81,nar_3,0,retelling,L1,Monolingual
ch1503or23,kor,80,nar_1,1,telling,L1,Monolingual
ch1503or23,kor,80,nar_2,0,telling,L1,Monolingual
ch1503or23,kor,80,nar_3,0,telling,L1,Monolingual
ch1503or23,kor,80,nar_1,0,retelling,L1,Monolingual
ch1503or23,kor,80,nar_2,0,retelling,L1,Monolingual
ch1503or23,kor,80,nar_3,0,retelling,L1,Monolingual
ch1504or23,kor,87,nar_1,1,telling,L1,Monolingual
ch1504or23,kor,87,nar_2,0,telling,L1,Monolingual
ch1504or23,kor,87,nar_3,0,telling,L1,Monolingual
ch1504or23,kor,87,nar_1,0,retelling,L1,Monolingual
ch1504or23,kor,87,nar_2,0,retelling,L1,Monolingual
ch1504or23,kor,87,nar_3,0,retelling,L1,Monolingual
ch1505or23,kor,95,nar_1,1,telling,L1,Monolingual
ch1505or23,kor,95,nar_2,0,telling,L1,Monolingual
ch1505or23,kor,95,nar_3,0,telling,L1,Monolingual
ch1505or23,kor,95,nar_1,1,retelling,L1,Monolingual
ch1505or23,kor,95,nar_2,0,retelling,L1,Monolingual
ch1505or23,kor,95,nar_3,0,retelling,L1,Monolingual
ch1506or23,kor,94,nar_1,0,telling,L1,Monolingual
ch1506or23,kor,94,nar_2,0,telling,L1,Monolingual
ch1506or23,kor,94,nar_3,0,telling,L1,Monolingual
ch1506or23,kor,94,nar_1,1,retelling,L1,Monolingual
ch1506or23,kor,94,nar_2,1,retelling,L1,Monolingual
ch1506or23,kor,94,nar_3,0,retelling,L1,Monolingual
ch1507or23,kor,94,nar_1,1,telling,L1,Monolingual
ch1507or23,kor,94,nar_2,0,telling,L1,Monolingual
ch1507or23,kor,94,nar_3,0,telling,L1,Monolingual
ch1507or23,kor,94,nar_1,1,retelling,L1,Monolingual
ch1507or23,kor,94,nar_2,0,retelling,L1,Monolingual
ch1507or23,kor,94,nar_3,0,retelling,L1,Monolingual
ch1508or23,kor,96,nar_1,0,telling,L1,Monolingual
ch1508or23,kor,96,nar_2,0,telling,L1,Monolingual
ch1508or23,kor,96,nar_3,0,telling,L1,Monolingual
ch1508or23,kor,96,nar_1,0,retelling,L1,Monolingual
ch1508or23,kor,96,nar_2,0,retelling,L1,Monolingual
ch1508or23,kor,96,nar_3,1,retelling,L1,Monolingual
ch1509or23,kor,86,nar_1,1,telling,L1,Monolingual
ch1509or23,kor,86,nar_2,0,telling,L1,Monolingual
ch1509or23,kor,86,nar_3,0,telling,L1,Monolingual
ch1509or23,kor,86,nar_1,1,retelling,L1,Monolingual
ch1509or23,kor,86,nar_2,1,retelling,L1,Monolingual
ch1509or23,kor,86,nar_3,0,retelling,L1,Monolingual
ch1510or23,kor,79,nar_1,0,telling,L1,Monolingual
ch1510or23,kor,79,nar_2,0,telling,L1,Monolingual
ch1510or23,kor,79,nar_3,0,telling,L1,Monolingual
ch1510or23,kor,79,nar_1,1,retelling,L1,Monolingual
ch1510or23,kor,79,nar_2,0,retelling,L1,Monolingual
ch1510or23,kor,79,nar_3,0,retelling,L1,Monolingual
ch1511or23,kor,80,nar_1,0,telling,L1,Monolingual
ch1511or23,kor,80,nar_2,0,telling,L1,Monolingual
ch1511or23,kor,80,nar_3,0,telling,L1,Monolingual
ch1511or23,kor,80,nar_1,1,retelling,L1,Monolingual
ch1511or23,kor,80,nar_2,0,retelling,L1,Monolingual
ch1511or23,kor,80,nar_3,1,retelling,L1,Monolingual
ch1512or23,kor,83,nar_1,0,telling,L1,Monolingual
ch1512or23,kor,83,nar_2,0,telling,L1,Monolingual
ch1512or23,kor,83,nar_3,0,telling,L1,Monolingual
ch1512or23,kor,83,nar_1,1,retelling,L1,Monolingual
ch1512or23,kor,83,nar_2,1,retelling,L1,Monolingual
ch1512or23,kor,83,nar_3,0,retelling,L1,Monolingual
ch1513or23,kor,93,nar_1,0,telling,L1,Monolingual
ch1513or23,kor,93,nar_2,0,telling,L1,Monolingual
ch1513or23,kor,93,nar_3,0,telling,L1,Monolingual
ch1513or23,kor,93,nar_1,1,retelling,L1,Monolingual
ch1513or23,kor,93,nar_2,0,retelling,L1,Monolingual
ch1513or23,kor,93,nar_3,1,retelling,L1,Monolingual
ch1514or23,kor,98,nar_1,1,telling,L1,Monolingual
ch1514or23,kor,98,nar_2,0,telling,L1,Monolingual
ch1514or23,kor,98,nar_3,0,telling,L1,Monolingual
ch1514or23,kor,98,nar_1,1,retelling,L1,Monolingual
ch1514or23,kor,98,nar_2,0,retelling,L1,Monolingual
ch1514or23,kor,98,nar_3,0,retelling,L1,Monolingual
ch1515or23,kor,91,nar_1,0,telling,L1,Monolingual
ch1515or23,kor,91,nar_2,1,telling,L1,Monolingual
ch1515or23,kor,91,nar_3,0,telling,L1,Monolingual
ch1515or23,kor,91,nar_1,1,retelling,L1,Monolingual
ch1515or23,kor,91,nar_2,1,retelling,L1,Monolingual
ch1515or23,kor,91,nar_3,1,retelling,L1,Monolingual
ch1516or23,kor,92,nar_1,0,telling,L1,Monolingual
ch1516or23,kor,92,nar_2,0,telling,L1,Monolingual
ch1516or23,kor,92,nar_3,0,telling,L1,Monolingual
ch1516or23,kor,92,nar_1,1,retelling,L1,Monolingual
ch1516or23,kor,92,nar_2,1,retelling,L1,Monolingual
ch1516or23,kor,92,nar_3,1,retelling,L1,Monolingual
ch1517or23,kor,80,nar_1,0,telling,L1,Monolingual
ch1517or23,kor,80,nar_2,0,telling,L1,Monolingual
ch1517or23,kor,80,nar_3,0,telling,L1,Monolingual
ch1517or23,kor,80,nar_1,0,retelling,L1,Monolingual
ch1517or23,kor,80,nar_2,0,retelling,L1,Monolingual
ch1517or23,kor,80,nar_3,0,retelling,L1,Monolingual
ch1518or23,kor,81,nar_1,1,telling,L1,Monolingual
ch1518or23,kor,81,nar_2,0,telling,L1,Monolingual
ch1518or23,kor,81,nar_3,0,telling,L1,Monolingual
ch1518or23,kor,81,nar_1,0,retelling,L1,Monolingual
ch1518or23,kor,81,nar_2,1,retelling,L1,Monolingual
ch1518or23,kor,81,nar_3,0,retelling,L1,Monolingual
ch1519or23,kor,81,nar_1,0,telling,L1,Monolingual
ch1519or23,kor,81,nar_2,0,telling,L1,Monolingual
ch1519or23,kor,81,nar_3,1,telling,L1,Monolingual
ch1519or23,kor,81,nar_1,1,retelling,L1,Monolingual
ch1519or23,kor,81,nar_2,1,retelling,L1,Monolingual
ch1519or23,kor,81,nar_3,0,retelling,L1,Monolingual
ch1520or23,kor,85,nar_1,1,telling,L1,Monolingual
ch1520or23,kor,85,nar_2,0,telling,L1,Monolingual
ch1520or23,kor,85,nar_3,0,telling,L1,Monolingual
ch1520or23,kor,85,nar_1,1,retelling,L1,Monolingual
ch1520or23,kor,85,nar_2,0,retelling,L1,Monolingual
ch1520or23,kor,85,nar_3,0,retelling,L1,Monolingual
ch1521or23,kor,93,nar_1,1,telling,L1,Monolingual
ch1521or23,kor,93,nar_2,0,telling,L1,Monolingual
ch1521or23,kor,93,nar_3,0,telling,L1,Monolingual
ch1521or23,kor,93,nar_1,0,retelling,L1,Monolingual
ch1521or23,kor,93,nar_2,0,retelling,L1,Monolingual
ch1521or23,kor,93,nar_3,1,retelling,L1,Monolingual
ch1522or23,kor,89,nar_1,0,telling,L1,Monolingual
ch1522or23,kor,89,nar_2,0,telling,L1,Monolingual
ch1522or23,kor,89,nar_3,1,telling,L1,Monolingual
ch1522or23,kor,89,nar_1,1,retelling,L1,Monolingual
ch1522or23,kor,89,nar_2,0,retelling,L1,Monolingual
ch1522or23,kor,89,nar_3,0,retelling,L1,Monolingual
ch1523or23,kor,89,nar_1,1,telling,L1,Monolingual
ch1523or23,kor,89,nar_2,0,telling,L1,Monolingual
ch1523or23,kor,89,nar_3,0,telling,L1,Monolingual
ch1523or23,kor,89,nar_1,1,retelling,L1,Monolingual
ch1523or23,kor,89,nar_2,0,retelling,L1,Monolingual
ch1523or23,kor,89,nar_3,0,retelling,L1,Monolingual
ch1524or23,kor,98,nar_1,1,telling,L1,Monolingual
ch1524or23,kor,98,nar_2,0,telling,L1,Monolingual
ch1524or23,kor,98,nar_3,0,telling,L1,Monolingual
ch1524or23,kor,98,nar_1,1,retelling,L1,Monolingual
ch1524or23,kor,98,nar_2,0,retelling,L1,Monolingual
ch1524or23,kor,98,nar_3,0,retelling,L1,Monolingual
ch1525or23,kor,88,nar_1,1,telling,L1,Monolingual
ch1525or23,kor,88,nar_2,0,telling,L1,Monolingual
ch1525or23,kor,88,nar_3,0,telling,L1,Monolingual
ch1525or23,kor,88,nar_1,1,retelling,L1,Monolingual
ch1525or23,kor,88,nar_2,1,retelling,L1,Monolingual
ch1525or23,kor,88,nar_3,1,retelling,L1,Monolingual
ch1526or23,kor,77,nar_1,1,telling,L1,Monolingual
ch1526or23,kor,77,nar_2,0,telling,L1,Monolingual
ch1526or23,kor,77,nar_3,0,telling,L1,Monolingual
ch1526or23,kor,77,nar_1,0,retelling,L1,Monolingual
ch1526or23,kor,77,nar_2,1,retelling,L1,Monolingual
ch1526or23,kor,77,nar_3,1,retelling,L1,Monolingual
ch1527or23,kor,81,nar_1,1,telling,L1,Monolingual
ch1527or23,kor,81,nar_2,0,telling,L1,Monolingual
ch1527or23,kor,81,nar_3,0,telling,L1,Monolingual
ch1527or23,kor,81,nar_1,1,retelling,L1,Monolingual
ch1527or23,kor,81,nar_2,0,retelling,L1,Monolingual
ch1527or23,kor,81,nar_3,0,retelling,L1,Monolingual
ch1528or23,kor,83,nar_1,0,telling,L1,Monolingual
ch1528or23,kor,83,nar_2,0,telling,L1,Monolingual
ch1528or23,kor,83,nar_3,0,telling,L1,Monolingual
ch1528or23,kor,83,nar_1,0,retelling,L1,Monolingual
ch1528or23,kor,83,nar_2,1,retelling,L1,Monolingual
ch1528or23,kor,83,nar_3,0,retelling,L1,Monolingual
ch1529or23,kor,89,nar_1,0,telling,L1,Monolingual
ch1529or23,kor,89,nar_2,0,telling,L1,Monolingual
ch1529or23,kor,89,nar_3,0,telling,L1,Monolingual
ch1529or23,kor,89,nar_1,0,retelling,L1,Monolingual
ch1529or23,kor,89,nar_2,0,retelling,L1,Monolingual
ch1529or23,kor,89,nar_3,0,retelling,L1,Monolingual
ch1530or23,kor,95,nar_1,0,telling,L1,Monolingual
ch1530or23,kor,95,nar_2,1,telling,L1,Monolingual
ch1530or23,kor,95,nar_3,0,telling,L1,Monolingual
ch1530or23,kor,95,nar_1,1,retelling,L1,Monolingual
ch1530or23,kor,95,nar_2,0,retelling,L1,Monolingual
ch1530or23,kor,95,nar_3,0,retelling,L1,Monolingual
ch1531or23,kor,98,nar_1,0,telling,L1,Monolingual
ch1531or23,kor,98,nar_2,0,telling,L1,Monolingual
ch1531or23,kor,98,nar_3,0,telling,L1,Monolingual
ch1531or23,kor,98,nar_1,1,retelling,L1,Monolingual
ch1531or23,kor,98,nar_2,0,retelling,L1,Monolingual
ch1531or23,kor,98,nar_3,0,retelling,L1,Monolingual
ch1532or23,kor,93,nar_1,1,telling,L1,Monolingual
ch1532or23,kor,93,nar_2,0,telling,L1,Monolingual
ch1532or23,kor,93,nar_3,0,telling,L1,Monolingual
ch1532or23,kor,93,nar_1,1,retelling,L1,Monolingual
ch1532or23,kor,93,nar_2,1,retelling,L1,Monolingual
ch1532or23,kor,93,nar_3,0,retelling,L1,Monolingual
ch1533or23,kor,95,nar_1,0,telling,L1,Monolingual
ch1533or23,kor,95,nar_2,0,telling,L1,Monolingual
ch1533or23,kor,95,nar_3,0,telling,L1,Monolingual
ch1533or23,kor,95,nar_1,1,retelling,L1,Monolingual
ch1533or23,kor,95,nar_2,1,retelling,L1,Monolingual
ch1533or23,kor,95,nar_3,0,retelling,L1,Monolingual
ch1534or23,kor,93,nar_1,1,telling,L1,Monolingual
ch1534or23,kor,93,nar_2,0,telling,L1,Monolingual
ch1534or23,kor,93,nar_3,0,telling,L1,Monolingual
ch1534or23,kor,93,nar_1,1,retelling,L1,Monolingual
ch1534or23,kor,93,nar_2,0,retelling,L1,Monolingual
ch1534or23,kor,93,nar_3,0,retelling,L1,Monolingual
ch1535or23,kor,93,nar_1,0,telling,L1,Monolingual
ch1535or23,kor,93,nar_2,0,telling,L1,Monolingual
ch1535or23,kor,93,nar_3,1,telling,L1,Monolingual
ch1535or23,kor,93,nar_1,1,retelling,L1,Monolingual
ch1535or23,kor,93,nar_2,0,retelling,L1,Monolingual
ch1535or23,kor,93,nar_3,1,retelling,L1,Monolingual
ch1536or23,kor,77,nar_1,0,telling,L1,Monolingual
ch1536or23,kor,77,nar_2,0,telling,L1,Monolingual
ch1536or23,kor,77,nar_3,0,telling,L1,Monolingual
ch1536or23,kor,77,nar_1,0,retelling,L1,Monolingual
ch1536or23,kor,77,nar_2,0,retelling,L1,Monolingual
ch1536or23,kor,77,nar_3,0,retelling,L1,Monolingual
ch1537or23,kor,100,nar_1,0,telling,L1,Monolingual
ch1537or23,kor,100,nar_2,0,telling,L1,Monolingual
ch1537or23,kor,100,nar_3,0,telling,L1,Monolingual
ch1537or23,kor,100,nar_1,1,retelling,L1,Monolingual
ch1537or23,kor,100,nar_2,0,retelling,L1,Monolingual
ch1537or23,kor,100,nar_3,1,retelling,L1,Monolingual
ch1538or23,kor,98,nar_1,0,telling,L1,Monolingual
ch1538or23,kor,98,nar_2,0,telling,L1,Monolingual
ch1538or23,kor,98,nar_3,0,telling,L1,Monolingual
ch1538or23,kor,98,nar_1,1,retelling,L1,Monolingual
ch1538or23,kor,98,nar_2,0,retelling,L1,Monolingual
ch1538or23,kor,98,nar_3,0,retelling,L1,Monolingual
ch1539or23,kor,91,nar_1,1,telling,L1,Monolingual
ch1539or23,kor,91,nar_2,0,telling,L1,Monolingual
ch1539or23,kor,91,nar_3,0,telling,L1,Monolingual
ch1539or23,kor,91,nar_1,0,retelling,L1,Monolingual
ch1539or23,kor,91,nar_2,0,retelling,L1,Monolingual
ch1539or23,kor,91,nar_3,0,retelling,L1,Monolingual
ch1540or23,kor,92,nar_1,0,telling,L1,Monolingual
ch1540or23,kor,92,nar_2,0,telling,L1,Monolingual
ch1540or23,kor,92,nar_3,0,telling,L1,Monolingual
ch1540or23,kor,92,nar_1,0,retelling,L1,Monolingual
ch1540or23,kor,92,nar_2,1,retelling,L1,Monolingual
ch1540or23,kor,92,nar_3,0,retelling,L1,Monolingual
ch1541or23,kor,93,nar_1,0,telling,L1,Monolingual
ch1541or23,kor,93,nar_2,0,telling,L1,Monolingual
ch1541or23,kor,93,nar_3,0,telling,L1,Monolingual
ch1541or23,kor,93,nar_1,0,retelling,L1,Monolingual
ch1541or23,kor,93,nar_2,1,retelling,L1,Monolingual
ch1541or23,kor,93,nar_3,0,retelling,L1,Monolingual
ch1542or23,kor,98,nar_1,1,telling,L1,Monolingual
ch1542or23,kor,98,nar_2,0,telling,L1,Monolingual
ch1542or23,kor,98,nar_3,0,telling,L1,Monolingual
ch1542or23,kor,98,nar_1,1,retelling,L1,Monolingual
ch1542or23,kor,98,nar_2,0,retelling,L1,Monolingual
ch1542or23,kor,98,nar_3,0,retelling,L1,Monolingual
ch1543or23,kor,99,nar_1,0,telling,L1,Monolingual
ch1543or23,kor,99,nar_2,0,telling,L1,Monolingual
ch1543or23,kor,99,nar_3,0,telling,L1,Monolingual
ch1543or23,kor,99,nar_1,0,retelling,L1,Monolingual
ch1543or23,kor,99,nar_2,1,retelling,L1,Monolingual
ch1543or23,kor,99,nar_3,0,retelling,L1,Monolingual
ch1544or23,kor,101,nar_1,0,telling,L1,Monolingual
ch1544or23,kor,101,nar_2,1,telling,L1,Monolingual
ch1544or23,kor,101,nar_3,0,telling,L1,Monolingual
ch1544or23,kor,101,nar_1,1,retelling,L1,Monolingual
