child,L1,L2,testlanguage,age,story,item,response,mode,test_lang_status,ling
ch2175or36,Swedish,NA,swe,70,bird,ist,0,telling,L1,Monolingual
ch2176or36,Swedish,NA,swe,71,goat,ist,1,telling,L1,Monolingual
ch2176or36,Swedish,NA,swe,71,goat,goal,0,telling,L1,Monolingual
ch2176or36,Swedish,NA,swe,71,goat,attempt,0,telling,L1,Monolingual
ch2176or36,Swedish,NA,swe,71,goat,outcome,0,telling,L1,Monolingual
ch2176or36,Swedish,NA,swe,71,goat,ist,0,telling,L1,Monolingual
ch2176or36,Swedish,NA,swe,71,goat,ist,0,telling,L1,Monolingual
ch2176or36,Swedish,NA,swe,71,goat,goal,0,telling,L1,Monolingual
ch2176or36,Swedish,NA,swe,71,goat,attempt,1,telling,L1,Monolingual
ch2176or36,Swedish,NA,swe,71,goat,outcome,1,telling,L1,Monolingual
ch2176or36,Swedish,NA,swe,71,goat,ist,0,telling,L1,Monolingual
ch2176or36,Swedish,NA,swe,71,goat,ist,0,telling,L1,Monolingual
ch2176or36,Swedish,NA,swe,71,goat,goal,0,telling,L1,Monolingual
ch2176or36,Swedish,NA,swe,71,goat,attempt,1,telling,L1,Monolingual
ch2176or36,Swedish,NA,swe,71,goat,outcome,1,telling,L1,Monolingual
ch2176or36,Swedish,NA,swe,71,goat,ist,0,telling,L1,Monolingual
ch2177or36,Swedish,NA,swe,71,goat,ist,0,telling,L1,Monolingual
ch2177or36,Swedish,NA,swe,71,goat,goal,0,telling,L1,Monolingual
ch2177or36,Swedish,NA,swe,71,goat,attempt,1,telling,L1,Monolingual
ch2177or36,Swedish,NA,swe,71,goat,outcome,1,telling,L1,Monolingual
ch2177or36,Swedish,NA,swe,71,goat,ist,0,telling,L1,Monolingual
ch2177or36,Swedish,NA,swe,71,goat,ist,1,telling,L1,Monolingual
ch2177or36,Swedish,NA,swe,71,goat,goal,0,telling,L1,Monolingual
ch2177or36,Swedish,NA,swe,71,goat,attempt,1,telling,L1,Monolingual
ch2177or36,Swedish,NA,swe,71,goat,outcome,1,telling,L1,Monolingual
ch2177or36,Swedish,NA,swe,71,goat,ist,0,telling,L1,Monolingual
ch2177or36,Swedish,NA,swe,71,goat,ist,0,telling,L1,Monolingual
ch2177or36,Swedish,NA,swe,71,goat,goal,0,telling,L1,Monolingual
ch2177or36,Swedish,NA,swe,71,goat,attempt,1,telling,L1,Monolingual
ch2177or36,Swedish,NA,swe,71,goat,outcome,1,telling,L1,Monolingual
ch2177or36,Swedish,NA,swe,71,goat,ist,0,telling,L1,Monolingual
ch2178or36,Swedish,NA,swe,61,bird,ist,0,telling,L1,Monolingual
ch2178or36,Swedish,NA,swe,61,bird,goal,0,telling,L1,Monolingual
ch2178or36,Swedish,NA,swe,61,bird,attempt,1,telling,L1,Monolingual
ch2178or36,Swedish,NA,swe,61,bird,outcome,0,telling,L1,Monolingual
ch2178or36,Swedish,NA,swe,61,bird,ist,1,telling,L1,Monolingual
ch2178or36,Swedish,NA,swe,61,bird,ist,0,telling,L1,Monolingual
ch2178or36,Swedish,NA,swe,61,bird,goal,0,telling,L1,Monolingual
ch2178or36,Swedish,NA,swe,61,bird,attempt,1,telling,L1,Monolingual
ch2178or36,Swedish,NA,swe,61,bird,outcome,1,telling,L1,Monolingual
ch2178or36,Swedish,NA,swe,61,bird,ist,0,telling,L1,Monolingual
ch2178or36,Swedish,NA,swe,61,bird,ist,0,telling,L1,Monolingual
ch2178or36,Swedish,NA,swe,61,bird,goal,0,telling,L1,Monolingual
ch2178or36,Swedish,NA,swe,61,bird,attempt,1,telling,L1,Monolingual
ch2178or36,Swedish,NA,swe,61,bird,outcome,1,telling,L1,Monolingual
ch2178or36,Swedish,NA,swe,61,bird,ist,0,telling,L1,Monolingual
ch2179or36,Swedish,NA,swe,61,goat,ist,0,telling,L1,Monolingual
ch2179or36,Swedish,NA,swe,61,goat,goal,0,telling,L1,Monolingual
ch2179or36,Swedish,NA,swe,61,goat,attempt,0,telling,L1,Monolingual
ch2179or36,Swedish,NA,swe,61,goat,outcome,0,telling,L1,Monolingual
ch2179or36,Swedish,NA,swe,61,goat,ist,0,telling,L1,Monolingual
ch2179or36,Swedish,NA,swe,61,goat,ist,0,telling,L1,Monolingual
ch2179or36,Swedish,NA,swe,61,goat,goal,1,telling,L1,Monolingual
ch2179or36,Swedish,NA,swe,61,goat,attempt,0,telling,L1,Monolingual
ch2179or36,Swedish,NA,swe,61,goat,outcome,0,telling,L1,Monolingual
ch2179or36,Swedish,NA,swe,61,goat,ist,0,telling,L1,Monolingual
ch2179or36,Swedish,NA,swe,61,goat,ist,0,telling,L1,Monolingual
ch2179or36,Swedish,NA,swe,61,goat,goal,0,telling,L1,Monolingual
ch2179or36,Swedish,NA,swe,61,goat,attempt,0,telling,L1,Monolingual
ch2179or36,Swedish,NA,swe,61,goat,outcome,1,telling,L1,Monolingual
ch2179or36,Swedish,NA,swe,61,goat,ist,0,telling,L1,Monolingual
ch2180or36,Swedish,NA,swe,70,bird,ist,0,telling,L1,Monolingual
ch2180or36,Swedish,NA,swe,70,bird,goal,0,telling,L1,Monolingual
ch2180or36,Swedish,NA,swe,70,bird,attempt,0,telling,L1,Monolingual
ch2180or36,Swedish,NA,swe,70,bird,outcome,1,telling,L1,Monolingual
ch2180or36,Swedish,NA,swe,70,bird,ist,0,telling,L1,Monolingual
ch2180or36,Swedish,NA,swe,70,bird,ist,1,telling,L1,Monolingual
ch2180or36,Swedish,NA,swe,70,bird,goal,1,telling,L1,Monolingual
ch2180or36,Swedish,NA,swe,70,bird,attempt,1,telling,L1,Monolingual
ch2180or36,Swedish,NA,swe,70,bird,outcome,1,telling,L1,Monolingual
ch2180or36,Swedish,NA,swe,70,bird,ist,0,telling,L1,Monolingual
ch2180or36,Swedish,NA,swe,70,bird,ist,1,telling,L1,Monolingual
ch2180or36,Swedish,NA,swe,70,bird,goal,0,telling,L1,Monolingual
ch2180or36,Swedish,NA,swe,70,bird,attempt,0,telling,L1,Monolingual
ch2180or36,Swedish,NA,swe,70,bird,outcome,1,telling,L1,Monolingual
ch2180or36,Swedish,NA,swe,70,bird,ist,1,telling,L1,Monolingual
ch2181or36,Swedish,NA,swe,66,goat,ist,0,telling,L1,Monolingual
ch2181or36,Swedish,NA,swe,66,goat,goal,0,telling,L1,Monolingual
ch2181or36,Swedish,NA,swe,66,goat,attempt,1,telling,L1,Monolingual
ch2181or36,Swedish,NA,swe,66,goat,outcome,1,telling,L1,Monolingual
ch2181or36,Swedish,NA,swe,66,goat,ist,0,telling,L1,Monolingual
ch2181or36,Swedish,NA,swe,66,goat,ist,0,telling,L1,Monolingual
ch2181or36,Swedish,NA,swe,66,goat,goal,1,telling,L1,Monolingual
ch2181or36,Swedish,NA,swe,66,goat,attempt,1,telling,L1,Monolingual
ch2181or36,Swedish,NA,swe,66,goat,outcome,0,telling,L1,Monolingual
ch2181or36,Swedish,NA,swe,66,goat,ist,0,telling,L1,Monolingual
ch2181or36,Swedish,NA,swe,66,goat,ist,1,telling,L1,Monolingual
ch2181or36,Swedish,NA,swe,66,goat,goal,0,telling,L1,Monolingual
ch2181or36,Swedish,NA,swe,66,goat,attempt,1,telling,L1,Monolingual
ch2181or36,Swedish,NA,swe,66,goat,outcome,1,telling,L1,Monolingual
ch2181or36,Swedish,NA,swe,66,goat,ist,0,telling,L1,Monolingual
ch2182or36,Swedish,NA,swe,68,bird,ist,0,telling,L1,Monolingual
ch2182or36,Swedish,NA,swe,68,bird,goal,0,telling,L1,Monolingual
ch2182or36,Swedish,NA,swe,68,bird,attempt,1,telling,L1,Monolingual
ch2182or36,Swedish,NA,swe,68,bird,outcome,1,telling,L1,Monolingual
ch2182or36,Swedish,NA,swe,68,bird,ist,0,telling,L1,Monolingual
ch2182or36,Swedish,NA,swe,68,bird,ist,0,telling,L1,Monolingual
ch2182or36,Swedish,NA,swe,68,bird,goal,0,telling,L1,Monolingual
ch2182or36,Swedish,NA,swe,68,bird,attempt,1,telling,L1,Monolingual
ch2182or36,Swedish,NA,swe,68,bird,outcome,0,telling,L1,Monolingual
ch2182or36,Swedish,NA,swe,68,bird,ist,0,telling,L1,Monolingual
ch2182or36,Swedish,NA,swe,68,bird,ist,0,telling,L1,Monolingual
ch2182or36,Swedish,NA,swe,68,bird,goal,0,telling,L1,Monolingual
ch2182or36,Swedish,NA,swe,68,bird,attempt,1,telling,L1,Monolingual
ch2182or36,Swedish,NA,swe,68,bird,outcome,1,telling,L1,Monolingual
ch2182or36,Swedish,NA,swe,68,bird,ist,0,telling,L1,Monolingual
ch2183or36,Swedish,NA,swe,65,goat,ist,1,telling,L1,Monolingual
ch2183or36,Swedish,NA,swe,65,goat,goal,0,telling,L1,Monolingual
ch2183or36,Swedish,NA,swe,65,goat,attempt,0,telling,L1,Monolingual
ch2183or36,Swedish,NA,swe,65,goat,outcome,0,telling,L1,Monolingual
ch2183or36,Swedish,NA,swe,65,goat,ist,0,telling,L1,Monolingual
ch2183or36,Swedish,NA,swe,65,goat,ist,0,telling,L1,Monolingual
ch2183or36,Swedish,NA,swe,65,goat,goal,0,telling,L1,Monolingual
ch2183or36,Swedish,NA,swe,65,goat,attempt,1,telling,L1,Monolingual
ch2183or36,Swedish,NA,swe,65,goat,outcome,1,telling,L1,Monolingual
ch2183or36,Swedish,NA,swe,65,goat,ist,0,telling,L1,Monolingual
ch2183or36,Swedish,NA,swe,65,goat,ist,0,telling,L1,Monolingual
ch2183or36,Swedish,NA,swe,65,goat,goal,0,telling,L1,Monolingual
ch2183or36,Swedish,NA,swe,65,goat,attempt,1,telling,L1,Monolingual
ch2183or36,Swedish,NA,swe,65,goat,outcome,1,telling,L1,Monolingual
ch2183or36,Swedish,NA,swe,65,goat,ist,0,telling,L1,Monolingual
ch2184or36,Swedish,NA,swe,62,bird,ist,0,telling,L1,Monolingual
ch2184or36,Swedish,NA,swe,62,bird,goal,0,telling,L1,Monolingual
ch2184or36,Swedish,NA,swe,62,bird,attempt,1,telling,L1,Monolingual
ch2184or36,Swedish,NA,swe,62,bird,outcome,1,telling,L1,Monolingual
ch2184or36,Swedish,NA,swe,62,bird,ist,0,telling,L1,Monolingual
ch2184or36,Swedish,NA,swe,62,bird,ist,0,telling,L1,Monolingual
ch2184or36,Swedish,NA,swe,62,bird,goal,1,telling,L1,Monolingual
ch2184or36,Swedish,NA,swe,62,bird,attempt,1,telling,L1,Monolingual
ch2184or36,Swedish,NA,swe,62,bird,outcome,0,telling,L1,Monolingual
ch2184or36,Swedish,NA,swe,62,bird,ist,1,telling,L1,Monolingual
ch2184or36,Swedish,NA,swe,62,bird,ist,0,telling,L1,Monolingual
ch2184or36,Swedish,NA,swe,62,bird,goal,0,telling,L1,Monolingual
ch2184or36,Swedish,NA,swe,62,bird,attempt,1,telling,L1,Monolingual
ch2184or36,Swedish,NA,swe,62,bird,outcome,0,telling,L1,Monolingual
ch2184or36,Swedish,NA,swe,62,bird,ist,1,telling,L1,Monolingual
ch2185or36,Swedish,NA,swe,63,goat,ist,0,telling,L1,Monolingual
ch2185or36,Swedish,NA,swe,63,goat,goal,0,telling,L1,Monolingual
ch2185or36,Swedish,NA,swe,63,goat,attempt,1,telling,L1,Monolingual
ch2185or36,Swedish,NA,swe,63,goat,outcome,1,telling,L1,Monolingual
ch2185or36,Swedish,NA,swe,63,goat,ist,0,telling,L1,Monolingual
ch2185or36,Swedish,NA,swe,63,goat,ist,0,telling,L1,Monolingual
ch2185or36,Swedish,NA,swe,63,goat,goal,0,telling,L1,Monolingual
ch2185or36,Swedish,NA,swe,63,goat,attempt,1,telling,L1,Monolingual
ch2185or36,Swedish,NA,swe,63,goat,outcome,1,telling,L1,Monolingual
ch2185or36,Swedish,NA,swe,63,goat,ist,0,telling,L1,Monolingual
ch2185or36,Swedish,NA,swe,63,goat,ist,0,telling,L1,Monolingual
ch2185or36,Swedish,NA,swe,63,goat,goal,0,telling,L1,Monolingual
ch2185or36,Swedish,NA,swe,63,goat,attempt,1,telling,L1,Monolingual
ch2185or36,Swedish,NA,swe,63,goat,outcome,1,telling,L1,Monolingual
ch2185or36,Swedish,NA,swe,63,goat,ist,0,telling,L1,Monolingual
ch2186or36,Swedish,NA,swe,66,bird,ist,1,telling,L1,Monolingual
ch2186or36,Swedish,NA,swe,66,bird,goal,0,telling,L1,Monolingual
ch2186or36,Swedish,NA,swe,66,bird,attempt,1,telling,L1,Monolingual
ch2186or36,Swedish,NA,swe,66,bird,outcome,0,telling,L1,Monolingual
ch2186or36,Swedish,NA,swe,66,bird,ist,0,telling,L1,Monolingual
ch2186or36,Swedish,NA,swe,66,bird,ist,1,telling,L1,Monolingual
ch2186or36,Swedish,NA,swe,66,bird,goal,0,telling,L1,Monolingual
ch2186or36,Swedish,NA,swe,66,bird,attempt,1,telling,L1,Monolingual
ch2186or36,Swedish,NA,swe,66,bird,outcome,1,telling,L1,Monolingual
ch2186or36,Swedish,NA,swe,66,bird,ist,0,telling,L1,Monolingual
ch2186or36,Swedish,NA,swe,66,bird,ist,0,telling,L1,Monolingual
ch2186or36,Swedish,NA,swe,66,bird,goal,1,telling,L1,Monolingual
ch2186or36,Swedish,NA,swe,66,bird,attempt,1,telling,L1,Monolingual
ch2186or36,Swedish,NA,swe,66,bird,outcome,1,telling,L1,Monolingual
ch2186or36,Swedish,NA,swe,66,bird,ist,0,telling,L1,Monolingual
ch2187or36,Swedish,NA,swe,62,goat,ist,1,telling,L1,Monolingual
ch2187or36,Swedish,NA,swe,62,goat,goal,0,telling,L1,Monolingual
ch2187or36,Swedish,NA,swe,62,goat,attempt,1,telling,L1,Monolingual
ch2187or36,Swedish,NA,swe,62,goat,outcome,1,telling,L1,Monolingual
ch2187or36,Swedish,NA,swe,62,goat,ist,0,telling,L1,Monolingual
ch2187or36,Swedish,NA,swe,62,goat,ist,0,telling,L1,Monolingual
ch2187or36,Swedish,NA,swe,62,goat,goal,1,telling,L1,Monolingual
ch2187or36,Swedish,NA,swe,62,goat,attempt,0,telling,L1,Monolingual
ch2187or36,Swedish,NA,swe,62,goat,outcome,0,telling,L1,Monolingual
ch2187or36,Swedish,NA,swe,62,goat,ist,1,telling,L1,Monolingual
ch2187or36,Swedish,NA,swe,62,goat,ist,0,telling,L1,Monolingual
ch2187or36,Swedish,NA,swe,62,goat,goal,0,telling,L1,Monolingual
ch2187or36,Swedish,NA,swe,62,goat,attempt,1,telling,L1,Monolingual
ch2187or36,Swedish,NA,swe,62,goat,outcome,0,telling,L1,Monolingual
ch2187or36,Swedish,NA,swe,62,goat,ist,1,telling,L1,Monolingual
ch2188or36,Swedish,NA,swe,67,bird,goal,0,telling,L1,Monolingual
ch2188or36,Swedish,NA,swe,67,bird,attempt,1,telling,L1,Monolingual
ch2188or36,Swedish,NA,swe,67,bird,outcome,1,telling,L1,Monolingual
ch2188or36,Swedish,NA,swe,67,bird,ist,0,telling,L1,Monolingual
ch2188or36,Swedish,NA,swe,67,bird,ist,1,telling,L1,Monolingual
ch2188or36,Swedish,NA,swe,67,bird,goal,0,telling,L1,Monolingual
ch2188or36,Swedish,NA,swe,67,bird,attempt,1,telling,L1,Monolingual
ch2188or36,Swedish,NA,swe,67,bird,outcome,0,telling,L1,Monolingual
ch2188or36,Swedish,NA,swe,67,bird,ist,1,telling,L1,Monolingual
ch2188or36,Swedish,NA,swe,67,bird,ist,1,telling,L1,Monolingual
ch2188or36,Swedish,NA,swe,67,bird,goal,0,telling,L1,Monolingual
ch2188or36,Swedish,NA,swe,67,bird,attempt,1,telling,L1,Monolingual
ch2188or36,Swedish,NA,swe,67,bird,outcome,1,telling,L1,Monolingual
ch2188or36,Swedish,NA,swe,67,bird,ist,1,telling,L1,Monolingual
ch2189or36,Swedish,NA,swe,60,goat,ist,1,telling,L1,Monolingual
ch2189or36,Swedish,NA,swe,60,goat,goal,0,telling,L1,Monolingual
ch2189or36,Swedish,NA,swe,60,goat,attempt,0,telling,L1,Monolingual
ch2189or36,Swedish,NA,swe,60,goat,outcome,0,telling,L1,Monolingual
ch2189or36,Swedish,NA,swe,60,goat,ist,0,telling,L1,Monolingual
ch2189or36,Swedish,NA,swe,60,goat,ist,1,telling,L1,Monolingual
ch2189or36,Swedish,NA,swe,60,goat,goal,0,telling,L1,Monolingual
ch2189or36,Swedish,NA,swe,60,goat,attempt,1,telling,L1,Monolingual
ch2189or36,Swedish,NA,swe,60,goat,outcome,0,telling,L1,Monolingual
ch2189or36,Swedish,NA,swe,60,goat,ist,0,telling,L1,Monolingual
ch2189or36,Swedish,NA,swe,60,goat,ist,1,telling,L1,Monolingual
ch2189or36,Swedish,NA,swe,60,goat,goal,0,telling,L1,Monolingual
ch2189or36,Swedish,NA,swe,60,goat,attempt,1,telling,L1,Monolingual
ch2189or36,Swedish,NA,swe,60,goat,outcome,1,telling,L1,Monolingual
ch2189or36,Swedish,NA,swe,60,goat,ist,0,telling,L1,Monolingual
ch2190or36,Swedish,NA,swe,64,bird,ist,1,telling,L1,Monolingual
ch2190or36,Swedish,NA,swe,64,bird,goal,0,telling,L1,Monolingual
ch2190or36,Swedish,NA,swe,64,bird,attempt,1,telling,L1,Monolingual
ch2190or36,Swedish,NA,swe,64,bird,outcome,0,telling,L1,Monolingual
ch2190or36,Swedish,NA,swe,64,bird,ist,0,telling,L1,Monolingual
ch2190or36,Swedish,NA,swe,64,bird,ist,1,telling,L1,Monolingual
ch2190or36,Swedish,NA,swe,64,bird,goal,1,telling,L1,Monolingual
ch2190or36,Swedish,NA,swe,64,bird,attempt,1,telling,L1,Monolingual
ch2190or36,Swedish,NA,swe,64,bird,outcome,1,telling,L1,Monolingual
ch2190or36,Swedish,NA,swe,64,bird,ist,0,telling,L1,Monolingual
ch2190or36,Swedish,NA,swe,64,bird,ist,0,telling,L1,Monolingual
ch2190or36,Swedish,NA,swe,64,bird,goal,1,telling,L1,Monolingual
ch2190or36,Swedish,NA,swe,64,bird,attempt,1,telling,L1,Monolingual
ch2190or36,Swedish,NA,swe,64,bird,outcome,1,telling,L1,Monolingual
ch2190or36,Swedish,NA,swe,64,bird,ist,0,telling,L1,Monolingual
ch2191or36,Swedish,NA,swe,69,goat,ist,0,telling,L1,Monolingual
ch2191or36,Swedish,NA,swe,69,goat,goal,0,telling,L1,Monolingual
ch2191or36,Swedish,NA,swe,69,goat,attempt,0,telling,L1,Monolingual
ch2191or36,Swedish,NA,swe,69,goat,outcome,0,telling,L1,Monolingual
ch2191or36,Swedish,NA,swe,69,goat,ist,0,telling,L1,Monolingual
ch2191or36,Swedish,NA,swe,69,goat,ist,0,telling,L1,Monolingual
ch2191or36,Swedish,NA,swe,69,goat,goal,1,telling,L1,Monolingual
ch2191or36,Swedish,NA,swe,69,goat,attempt,1,telling,L1,Monolingual
ch2191or36,Swedish,NA,swe,69,goat,outcome,0,telling,L1,Monolingual
ch2191or36,Swedish,NA,swe,69,goat,ist,0,telling,L1,Monolingual
ch2191or36,Swedish,NA,swe,69,goat,ist,0,telling,L1,Monolingual
ch2191or36,Swedish,NA,swe,69,goat,goal,0,telling,L1,Monolingual
ch2191or36,Swedish,NA,swe,69,goat,attempt,1,telling,L1,Monolingual
ch2191or36,Swedish,NA,swe,69,goat,outcome,0,telling,L1,Monolingual
ch2191or36,Swedish,NA,swe,69,goat,ist,1,telling,L1,Monolingual
ch2192or36,Swedish,NA,swe,69,bird,ist,1,telling,L1,Monolingual
ch2192or36,Swedish,NA,swe,69,bird,goal,1,telling,L1,Monolingual
ch2192or36,Swedish,NA,swe,69,bird,attempt,1,telling,L1,Monolingual
ch2192or36,Swedish,NA,swe,69,bird,outcome,1,telling,L1,Monolingual
ch2192or36,Swedish,NA,swe,69,bird,ist,0,telling,L1,Monolingual
ch2192or36,Swedish,NA,swe,69,bird,ist,0,telling,L1,Monolingual
ch2192or36,Swedish,NA,swe,69,bird,goal,0,telling,L1,Monolingual
ch2192or36,Swedish,NA,swe,69,bird,attempt,1,telling,L1,Monolingual
ch2192or36,Swedish,NA,swe,69,bird,outcome,1,telling,L1,Monolingual
ch2192or36,Swedish,NA,swe,69,bird,ist,0,telling,L1,Monolingual
ch2192or36,Swedish,NA,swe,69,bird,ist,0,telling,L1,Monolingual
ch2192or36,Swedish,NA,swe,69,bird,goal,0,telling,L1,Monolingual
ch2192or36,Swedish,NA,swe,69,bird,attempt,1,telling,L1,Monolingual
ch2192or36,Swedish,NA,swe,69,bird,outcome,1,telling,L1,Monolingual
ch2192or36,Swedish,NA,swe,69,bird,ist,0,telling,L1,Monolingual
ch2193or36,Swedish,NA,swe,62,goat,ist,0,telling,L1,Monolingual
ch2193or36,Swedish,NA,swe,62,goat,goal,0,telling,L1,Monolingual
ch2193or36,Swedish,NA,swe,62,goat,attempt,0,telling,L1,Monolingual
ch2193or36,Swedish,NA,swe,62,goat,outcome,0,telling,L1,Monolingual
ch2193or36,Swedish,NA,swe,62,goat,ist,0,telling,L1,Monolingual
ch2193or36,Swedish,NA,swe,62,goat,ist,0,telling,L1,Monolingual
ch2193or36,Swedish,NA,swe,62,goat,goal,1,telling,L1,Monolingual
ch2193or36,Swedish,NA,swe,62,goat,attempt,1,telling,L1,Monolingual
ch2193or36,Swedish,NA,swe,62,goat,outcome,1,telling,L1,Monolingual
ch2193or36,Swedish,NA,swe,62,goat,ist,0,telling,L1,Monolingual
ch2193or36,Swedish,NA,swe,62,goat,ist,0,telling,L1,Monolingual
ch2193or36,Swedish,NA,swe,62,goat,goal,0,telling,L1,Monolingual
ch2193or36,Swedish,NA,swe,62,goat,attempt,1,telling,L1,Monolingual
ch2193or36,Swedish,NA,swe,62,goat,outcome,0,telling,L1,Monolingual
ch2193or36,Swedish,NA,swe,62,goat,ist,0,telling,L1,Monolingual
ch2194or36,Swedish,NA,swe,65,bird,ist,0,telling,L1,Monolingual
ch2194or36,Swedish,NA,swe,65,bird,goal,0,telling,L1,Monolingual
ch2194or36,Swedish,NA,swe,65,bird,attempt,1,telling,L1,Monolingual
ch2194or36,Swedish,NA,swe,65,bird,outcome,1,telling,L1,Monolingual
ch2194or36,Swedish,NA,swe,65,bird,ist,0,telling,L1,Monolingual
ch2194or36,Swedish,NA,swe,65,bird,ist,0,telling,L1,Monolingual
ch2194or36,Swedish,NA,swe,65,bird,goal,0,telling,L1,Monolingual
ch2194or36,Swedish,NA,swe,65,bird,attempt,1,telling,L1,Monolingual
ch2194or36,Swedish,NA,swe,65,bird,outcome,0,telling,L1,Monolingual
ch2194or36,Swedish,NA,swe,65,bird,ist,0,telling,L1,Monolingual
ch2194or36,Swedish,NA,swe,65,bird,ist,1,telling,L1,Monolingual
ch2194or36,Swedish,NA,swe,65,bird,goal,0,telling,L1,Monolingual
ch2194or36,Swedish,NA,swe,65,bird,attempt,1,telling,L1,Monolingual
ch2194or36,Swedish,NA,swe,65,bird,outcome,0,telling,L1,Monolingual
ch2194or36,Swedish,NA,swe,65,bird,ist,0,telling,L1,Monolingual
ch2195or36,Swedish,NA,swe,68,goat,ist,1,telling,L1,Monolingual
ch2195or36,Swedish,NA,swe,68,goat,goal,0,telling,L1,Monolingual
ch2195or36,Swedish,NA,swe,68,goat,attempt,0,telling,L1,Monolingual
ch2195or36,Swedish,NA,swe,68,goat,outcome,1,telling,L1,Monolingual
ch2195or36,Swedish,NA,swe,68,goat,ist,0,telling,L1,Monolingual
ch2195or36,Swedish,NA,swe,68,goat,ist,0,telling,L1,Monolingual
ch2195or36,Swedish,NA,swe,68,goat,goal,0,telling,L1,Monolingual
ch2195or36,Swedish,NA,swe,68,goat,attempt,1,telling,L1,Monolingual
ch2195or36,Swedish,NA,swe,68,goat,outcome,1,telling,L1,Monolingual
ch2195or36,Swedish,NA,swe,68,goat,ist,0,telling,L1,Monolingual
ch2195or36,Swedish,NA,swe,68,goat,ist,0,telling,L1,Monolingual
ch2195or36,Swedish,NA,swe,68,goat,goal,0,telling,L1,Monolingual
ch2195or36,Swedish,NA,swe,68,goat,attempt,1,telling,L1,Monolingual
ch2195or36,Swedish,NA,swe,68,goat,outcome,0,telling,L1,Monolingual
ch2195or36,Swedish,NA,swe,68,goat,ist,0,telling,L1,Monolingual
ch2196or36,Swedish,NA,swe,78,bird,ist,0,telling,L1,Monolingual
ch2196or36,Swedish,NA,swe,78,bird,goal,0,telling,L1,Monolingual
ch2196or36,Swedish,NA,swe,78,bird,attempt,1,telling,L1,Monolingual
ch2196or36,Swedish,NA,swe,78,bird,outcome,1,telling,L1,Monolingual
ch2196or36,Swedish,NA,swe,78,bird,ist,0,telling,L1,Monolingual
ch2196or36,Swedish,NA,swe,78,bird,ist,1,telling,L1,Monolingual
ch2196or36,Swedish,NA,swe,78,bird,goal,0,telling,L1,Monolingual
ch2196or36,Swedish,NA,swe,78,bird,attempt,1,telling,L1,Monolingual
ch2196or36,Swedish,NA,swe,78,bird,outcome,1,telling,L1,Monolingual
ch2196or36,Swedish,NA,swe,78,bird,ist,0,telling,L1,Monolingual
ch2196or36,Swedish,NA,swe,78,bird,ist,0,telling,L1,Monolingual
ch2196or36,Swedish,NA,swe,78,bird,goal,0,telling,L1,Monolingual
ch2196or36,Swedish,NA,swe,78,bird,attempt,1,telling,L1,Monolingual
ch2196or36,Swedish,NA,swe,78,bird,outcome,1,telling,L1,Monolingual
ch2196or36,Swedish,NA,swe,78,bird,ist,0,telling,L1,Monolingual
ch2197or36,Swedish,NA,swe,78,goat,ist,0,telling,L1,Monolingual
ch2197or36,Swedish,NA,swe,78,goat,goal,0,telling,L1,Monolingual
ch2197or36,Swedish,NA,swe,78,goat,attempt,0,telling,L1,Monolingual
ch2197or36,Swedish,NA,swe,78,goat,outcome,0,telling,L1,Monolingual
ch2197or36,Swedish,NA,swe,78,goat,ist,0,telling,L1,Monolingual
ch2197or36,Swedish,NA,swe,78,goat,ist,0,telling,L1,Monolingual
ch2197or36,Swedish,NA,swe,78,goat,goal,1,telling,L1,Monolingual
ch2197or36,Swedish,NA,swe,78,goat,attempt,1,telling,L1,Monolingual
ch2197or36,Swedish,NA,swe,78,goat,outcome,0,telling,L1,Monolingual
ch2197or36,Swedish,NA,swe,78,goat,ist,0,telling,L1,Monolingual
ch2197or36,Swedish,NA,swe,78,goat,ist,0,telling,L1,Monolingual
ch2197or36,Swedish,NA,swe,78,goat,goal,0,telling,L1,Monolingual
ch2197or36,Swedish,NA,swe,78,goat,attempt,1,telling,L1,Monolingual
ch2197or36,Swedish,NA,swe,78,goat,outcome,1,telling,L1,Monolingual
ch2197or36,Swedish,NA,swe,78,goat,ist,0,telling,L1,Monolingual
ch2198or36,Swedish,NA,swe,77,bird,ist,1,telling,L1,Monolingual
ch2198or36,Swedish,NA,swe,77,bird,goal,1,telling,L1,Monolingual
ch2198or36,Swedish,NA,swe,77,bird,attempt,1,telling,L1,Monolingual
ch2198or36,Swedish,NA,swe,77,bird,outcome,1,telling,L1,Monolingual
ch2198or36,Swedish,NA,swe,77,bird,ist,0,telling,L1,Monolingual
ch2198or36,Swedish,NA,swe,77,bird,ist,0,telling,L1,Monolingual
ch2198or36,Swedish,NA,swe,77,bird,goal,0,telling,L1,Monolingual
ch2198or36,Swedish,NA,swe,77,bird,attempt,1,telling,L1,Monolingual
ch2198or36,Swedish,NA,swe,77,bird,outcome,1,telling,L1,Monolingual
ch2198or36,Swedish,NA,swe,77,bird,ist,0,telling,L1,Monolingual
ch2198or36,Swedish,NA,swe,77,bird,ist,0,telling,L1,Monolingual
ch2198or36,Swedish,NA,swe,77,bird,goal,0,telling,L1,Monolingual
ch2198or36,Swedish,NA,swe,77,bird,attempt,1,telling,L1,Monolingual
ch2198or36,Swedish,NA,swe,77,bird,outcome,1,telling,L1,Monolingual
ch2198or36,Swedish,NA,swe,77,bird,ist,0,telling,L1,Monolingual
